K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.04.07.2017,,,,,,16 Bidari Tanjung Datuk,,"Pemekaran sebagian Desa Bekawan, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.08,,,,8Kateman,3,8,,
14.04.08.1001,,,,,1Tegaraja,,,
14.04.08.2002,,,,,,1 Kuala Selat,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.08.2003,,,,,,2 Sungaisimbar,,
14.04.08.2004,,,,,,3 Penjuru,,
14.04.08.2005,,,,,,4 Sari Mulia,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.08.2006,,,,,,5 Air Tawar,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.08.2007,,,,,,6 Tanjungraja,,
14.04.08.2008,,,,,,7 Sungaiteritip,,
14.04.08.1009,,,,,2Amal Bakti,,,"Pemekaran sebagian Kel. Taga Raja, Perda No. 5/2011"
14.04.08.1010,,,,,3Bandar Sri Gemilang,,,"Pemekaran sebagian Kel. Taga Raja, Perda No. 5/2011"
14.04.08.2011,,,,,,8 Makmur Jaya,,"Pemekaran sebagian Desa Sungaisimbar, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.09,,,,9Keritang,1,16,,
14.04.09.2001,,,,,,1 Pebenaan,,
14.04.09.2002,,,,,,2 Seberang Pebenaan,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.09.1003,,,,,1Kota Baru Reteh,,,"Perubahan status menjadi Kel, Perda No. 3/2012"
14.04.09.2004,,,,,,3 Nusantara Jaya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.09.2005,,,,,,4 Kota Baru Seberida,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.09.2006,,,,,,5 Kembang Mekarsari,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
