K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.09.22.2006,,,,,,5 Afrawi,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Senopi Perda No 14/2012"
92.09.22.2007,,,,,,6 Ajokwapi,,"Pemekaran sebagian wil Desa Afrawi Perda No 16 tahun 2011.
Semula Wil Kec Senopi Perda No 14/2012"
92.09.23,,,,23Kebar Timur,-,10,,Pemekaran Wilayah Kecamatan Kebar Perda No 14/2012
92.09.23.2001,,,,,,1 Inam,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2002,,,,,,2 Jandurauw,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2003,,,,,,3 Inambuari,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2004,,,,,,4 Sitori,,"Pemekaran sebagian wil Desa Kebar Timur/ Janduraw Perda No 16
tahun 2011. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2005,,,,,,5 Untorey,,"Pemekaran sebagian wil Desa Kebar Timur/ Janduraw Perda No 16
tahun 2011. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2006,,,,,,6 Nabisai,,"Pemekaran sebagian wil Desa Kebar Timur/ Janduraw Perda No 16
tahun 2011. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2007,,,,,,7 Arumi,,"Pemekaran sebagian wil Desa Inam Perda No 16 tahun 2011. Semula
Wil Kec Kebar Perda No 14/2012"
92.09.23.2008,,,,,,8 Karawi,,"Pemekaran sebagian wil Desa Kebar Timur/ Janduraw Perda No 16
tahun 2011. Semula Wil Kec Kebar Perda No 14/2012"
92.09.23.2009,,,,,,9 Arampak,,"Pemekaran sebagian wil Desa Kebar Timur/ Janduraw Perda No 16
tahun 2011. Semula Wil Kec Kebar Perda No 14/2012"
,,,,,,Kasi Inom,,Menjadi wilkec Kasi Perda No. 4/2017
,,,,,,Ireji,,Menjadi wilkec Kasi Perda No. 4/2017
,,,,,,Meycocforga,,Menjadi wilkec Kasi Perda No. 4/2017
92.09.23.2013,,,,,,10 Barona,,"Pmkran seb. wil Ds Kebar Timur/Janduraw Perda No 16/2011. Semula
Wil Kec Kebar Perda No 14/2012, Prbhan nama Kp. Wasawabiti
menjadi Kp. Barona Perda No,. 4/2017 Srt pernyataan Bpt Tgl 26
Feb'2018"
92.09.24,,,,24Kebar Selatan,-,10,,Pemekaran Wil Kec Kebar Perda No 14/2012
92.09.24.2001,,,,,,1 Nekori,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2002,,,,,,2 Ajami,,"Semula wil. Kab. Manokwari Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010. Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2003,,,,,,3 Aniti,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2004,,,,,,4 Akari,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2005,,,,,,5 Amnan,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2006,,,,,,6 Atiki,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2007,,,,,,7 Arwani,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
92.09.24.2008,,,,,,8 Aritowi,,"Pemekaran sebagian wil Desa Nekori, Perda No 16 tahun 2011.
Semula Wil Kec Kebar Perda No 14/2012"
,,,,,,,,
