K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
64,KALIMANTAN TIMUR,,,,,,,
64.08,KAB. KUTAI TIMUR,,,18,2,139,"31.580,182","Luas Wilayah Indikatif, PBW & GP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
64.08.01,,,,1Muara Ancalong,-,9,,
64.08.01.2001,,,,,,1 Senyiur,,
64.08.01.2002,,,,,,2 Kelinjau Ilir,,
64.08.01.2003,,,,,,3 Kelinjau Ulu,,
64.08.01.2004,,,,,,4 Long Nah,,
,,,,,,Melan,,"Menjadi wil. Kec. Long Mesangat, Perda No. 12/2005"
64.08.01.2006,,,,,,5 Long Tesak,,
,,,,,,Suka Makmur (MA I),,"Menjadi wil. Kec. Long Mesangat, Perda No. 12/2005"
,,,,,,Segoi Makmur (MA II),,"Menjadi wil. Kec. Long Mesangat, Perda No. 12/2005"
64.08.01.2009,,,,,,6 Gemar Baru,,
,,,,,,Mukti Utama (MA III),,"Menjadi wil. Kec. Long Mesangat, Perda No. 12/2005"
,,,,,,Sumber Sari (MA IV),,"Menjadi wil. Kec. Long Mesangat, Perda No. 12/2005"
64.08.01.2012,,,,,,7 Long Poq Baru,,"Perbaikan nama sesuai Surat Pemprov Kaltim No.
414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan status
Desa dan Pembentukan Desa Tgl 19 Juni 2015"
64.08.01.2013,,,,,,8 Muara Dun,,
64.08.01.2014,,,,,,9 Teluk Baru,,"Pemekaran sebagian Desa Long Nah, Perda 12/2011"
64.08.02,,,,2Muara Wahau,-,10,,
64.08.02.2001,,,,,,1 Jak Luay,,"Perbaikan nama sesuai Surat Pemprov Kaltim No.
414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan status
Desa dan Pembentukan Desa Tgl 19 Juni 2015"
64.08.02.2002,,,,,,2 Nehes Liah Bing,,
64.08.02.2003,,,,,,3 Muara Wahau,,
64.08.02.2004,,,,,,4 Dabeq,,
64.08.02.2005,,,,,,5 Diaq Lay,,
64.08.02.2006,,,,,,6 Benhes,,
64.08.02.2007,,,,,,7 Wanasari,,
64.08.02.2008,,,,,,8 Wahau Baru,,
64.08.02.2009,,,,,,9 Karya Bhakti,,
64.08.02.2010,,,,,,10 Long Wehea,,
64.08.03,,,,3Muara Bengkal,-,7,,
64.08.03.2001,,,,,,1 Senambah,,
64.08.03.2002,,,,,,2 Ngayau,,
64.08.03.2003,,,,,,3 Muara Bengkal Ilir,,
64.08.03.2004,,,,,,4 Muara Bengkal Ulu,,
64.08.03.2005,,,,,,5 Benua Baru,,
,,,,,,,,
