K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.07.11.2007,,,,,,7 Kalirejo,,
35.07.11.2008,,,,,,8 Arjowilangun,,
35.07.11.2009,,,,,,9 Kaliasri,,
35.07.12,,,,12Sumberpucung,-,7,,
35.07.12.2001,,,,,,1 Ternyang,,
35.07.12.2002,,,,,,2 Senggreng,,
35.07.12.2003,,,,,,3 Sambigede,,
35.07.12.2004,,,,,,4 Ngebrug,,
35.07.12.2005,,,,,,5 Jatiguwi,,
35.07.12.2006,,,,,,6 Sumberpucung,,
35.07.12.2007,,,,,,7 Karangkates,,
35.07.13,,,,13Kepanjen,4,14,,
35.07.13.2001,,,,,,1 Kemiri,,
35.07.13.2002,,,,,,2 Sengguruh,,
35.07.13.2003,,,,,,3 Mangunrejo,,
35.07.13.2004,,,,,,4 Jenggolo,,
35.07.13.2005,,,,,,5 Kedungpedaringan,,
35.07.13.2006,,,,,,6 Tegalsari,,
35.07.13.1007,,,,,1Penarukan,,,"perbaikan nama dari Panarukan menjadi Penarukan, Perda No 2 tahun
2016 tentang desa"
35.07.13.2008,,,,,,7 Panggungrejo,,
35.07.13.1009,,,,,2Cepokomulyo,,,"Koreksi nama, Perbub no 35/2015"
35.07.13.1010,,,,,3Kepanjen,,,
35.07.13.2011,,,,,,8 Talangagung,,
35.07.13.2012,,,,,,9 Dilem,,
35.07.13.1013,,,,,4Ardirejo,,,
35.07.13.2014,,,,,,10 Sukoraharjo,,"Surat Sekda kab malang no 100/2892/35.07.011/2021 tgl 6 april
2021,koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov
2018 ttg penyampaian hasil validasi."
35.07.13.2015,,,,,,11 Curungrejo,,
35.07.13.2016,,,,,,12 Jatirejoyoso,,"Koreksi nama, Perbub no 35/2015"
35.07.13.2017,,,,,,13 Ngadilangkung,,
35.07.13.2018,,,,,,14 Mojosari,,
35.07.14,,,,14Bululawang,-,14,,
35.07.14.2001,,,,,,1 Sudimoro,,
35.07.14.2002,,,,,,2 Kasri,,
35.07.14.2003,,,,,,3 Bakalan,,
35.07.14.2004,,,,,,4 Krebet,,
35.07.14.2005,,,,,,5 Gading,,
35.07.14.2006,,,,,,6 Sukonolo,,
35.07.14.2007,,,,,,7 Lumbangsari,,
