K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
65,KALIMANTAN UTARA,,,,,,,
65.71,KOTA TARAKAN,,,4,20,0,"250,978","Semula wil. Prov. Kalimantan Timur.
Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
65.71.01,,,,1Tarakan Barat,5,-,,
65.71.01.1001,,,,,1Karang Anyar,,,
65.71.01.1002,,,,,2Karang Rejo,,,
65.71.01.1003,,,,,3Karang Anyar Pantai,,,
65.71.01.1004,,,,,4Karang Balik,,,
65.71.01.1005,,,,,5Karang Harapan,,,
65.71.02,,,,2Tarakan Tengah,5,-,,
65.71.02.1001,,,,,1Kampung I Skip,,,
65.71.02.1002,,,,,2Pamusian,,,
65.71.02.1003,,,,,3Sebengkok,,,
65.71.02.1004,,,,,4Selumit,,,
65.71.02.1005,,,,,5Selumit Pantai,,,
65.71.03,,,,3Tarakan Timur,7,-,,
65.71.03.1001,,,,,1Lingkas Ujung,,,
65.71.03.1002,,,,,2Gunung Lingkas,,,
65.71.03.1003,,,,,3Kampung Empat,,,
65.71.03.1004,,,,,4Kampung Enam,,,
65.71.03.1005,,,,,5Mamburungan,,,
65.71.03.1006,,,,,6Pantai Amal,,,
65.71.03.1007,,,,,7Mamburungan Timur,,,
65.71.04,,,,4Tarakan Utara,3,-,,
65.71.04.1001,,,,,1Juata Laut,,,
65.71.04.1002,,,,,2Juata Permai,,,
65.71.04.1003,,,,,3Juata Kerikil,,,
