K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.09.06,,,,6VII Koto,-,10,,
15.09.06.2001,,,,,,1 Tanjung Pucuk Jambi,,
15.09.06.2002,,,,,,2 Kuamang,,
15.09.06.2003,,,,,,3 Teluk Kayu Putih,,
15.09.06.2004,,,,,,4 Sungai Abang,,
15.09.06.2005,,,,,,5 Aur Cino,,
,,,,,,Lembayo,,
15.09.06.2007,,,,,,6 Muara Niro,,
,,,,,,Tlk. Kpyng Pl. Indah,,"Menjadi wil. Kec. VII Koto Ilir, Perda No.17/2004"
,,,,,,Balai Rajo,,"Menjadi wil. Kec. VII Koto Ilir, Perda No.17/2004"
,,,,,,Paseban,,"Menjadi wil. Kec. VII Koto Ilir, Perda No.17/2004"
,,,,,,Cermin Alam,,"Menjadi wil. Kec. VII Koto Ilir, Perda No.17/2004"
,,,,,,Sungai Karang,,"Menjadi wil. Kec. VII Koto Ilir, Perda No.17/2004"
15.09.06.2013,,,,,,7 Teluk Lancang,,Pemekaran sebagian Desa Tanjung Pucuk Jambi Perda No. 8/2010
15.09.06.2014,,,,,,8 Dusun Baru,,Perubahan nama Desa Lembayu Perda No. 9/2010
15.09.06.2015,,,,,,9 Tabun,,Pemekaran sebagian Desa Lembayo Perda No. 9/2010
15.09.06.2016,,,,,,10 Muara Tabun,,Pemekaran sebagian Desa Muara Niro Perda No. 9/2010
15.09.07,,,,7Rimbo Ulu,-,12,,
15.09.07.2001,,,,,,1 Suka Damai,,
15.09.07.2002,,,,,,2 Wana Reja,,"Perbaikan nama desa semula Wanareja menjadi Wana Reja, sesuai:
Perda No. 2 Tahun 2003; dan
Surat Bup. Tebo No. 146.2/454/Setda.Pem tgl 20 April 2022."
15.09.07.2003,,,,,,3 Sumber Sari,,
15.09.07.2004,,,,,,4 Sido Rukun,,
15.09.07.2005,,,,,,5 Sungai Pandan,,
15.09.07.2006,,,,,,6 Suka Maju,,
15.09.07.2007,,,,,,7 Mekar Sari,,"Pemekaran sebagian wil. Desa Sumbersari, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.07.2008,,,,,,8 Wana Arum,,"Pemekaran sebagian wil. Desa Wanareja, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.07.2009,,,,,,9 Wana Mulya,,"Pemekaran sebagian wil. Desa Wanareja, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.07.2010,,,,,,10 Damai Makmur,,"Pemekaran sebagian wil. Desa Sukadamai, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.07.2011,,,,,,11 Suka Jaya,,"Pemekaran sebagian wil. Desa Sukamaju, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.07.2012,,,,,,12 Sido Mulyo,,"Pemekaran sebagian wil. Desa Sido Rukun, sesuai:
Perda No. 10 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
