Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.29.40111,Pulau Tingkarah Besar,,"06°59'24.56"" S 115°34'59.44"" T",TBP
35.29.40112,Pulau Tingkarah Kecil,,"06°59'57.14"" S 115°35'16.98"" T",TBP
35.29.40113,Pulau Tobo Agoh,,"07°09'23.57"" S 115°52'10.75"" T",TBP
35.29.40114,Pulau Tobotobo Dua,,"07°08'45.20"" S 115°51'08.62"" T",TBP
35.29.40115,Pulau Tobotobu,,"07°08'57.30"" S 115°51'32.88"" T",TBP
35.29.40116,Pulau Togotogo,,"06°56'30.78"" S 115°52'44.00"" T",TBP
35.29.40117,Pulau Tonduk,,"07°09'50.97"" S 114°40'10.40"" T",BP
35.29.40118,Tukoh Bingak,,"07°02'02.10"" S 115°32'00.60"" T",
35.29.40119,Tukoh Macan,,"07°00'58.16"" S 115°30'13.68"" T",
Jumlah Pulau Provinsi JAWA TIMUR,,512,,
