K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
76,SULAWESI BARAT,,,,,,,
76.01,KAB. PASANGKAYU,,,12,4,59,"2.903,183","PP No. 61 Tahun 2017 tentang Perubahan Nama Kab. Mamuju Utara
Menjadi Kab. Pasangkayu di Provinsi Sulawesi Barat.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
76.01.01,,,,1Bambalamotu,1,5,,
,,,,,,Sarjo,,"Menjadi wil. Kec. Sarjo, Perda No. 9/2007"
,,,,,,Bambaira,,"Menjadi wil. Kec. Bambaira, Perda No. 9/2007"
76.01.01.2003,,,,,,1 Polewali,,
76.01.01.2004,,,,,,2 Randomayang,,
,,,,,,Kasoloang,,"Menjadi wil. Kec. Bambaira, Perda No. 9/2007"
76.01.01.1006,,,,,1Bambalamotu,,,Menjadi Kel. Perda No. 8/2007
76.01.01.2007,,,,,,3 Pangiang,,Perda No. 3/2007
76.01.01.2008,,,,,,4 Kalola,,Perda No. 3/2007
76.01.01.2009,,,,,,5 Wulai,,Perda No. 3/2007
,,,,,,Kaluku Nangka,,"Perda No. 3/2007, Menjadi wil. Kec. Bambaira, Perda No. 9/2007"
,,,,,,Tampaure,,"Perda No. 3/2007, Menjadi wil. Kec. Bambaira, Perda No. 9/2007"
,,,,,,Maponu,,"Perda No. 3/2007, Menjadi wil. Kec. Sarjo, Perda No. 9/2007"
,,,,,,Letawa,,"Perda No. 3/2007, Menjadi wil. Kec. Sarjo, Perda No. 9/2007"
,,,,,,Sarude,,"Perda No. 3/2007, Menjadi wil. Kec. Sarjo, Perda No. 9/2007"
76.01.02,,,,2Pasangkayu,2,4,,
76.01.02.1001,,,,,1Pasangkayu,,,Menjadi Kel. Perda No. 8/2007
76.01.02.1002,,,,,2Martajaya,,,Menjadi Kel. Perda No. 8/2007
,,,,,,Martasari,,"Menjadi wil. Kec. Pedongga, Perda No. 9/2007"
,,,,,,Tikke,,"Menjadi wil. Kec. Tikke Raya, Perda No. 9/2007"
,,,,,,Malei,,"Menjadi wil. Kec. Pedongga, Perda No. 9/2007"
,,,,,,Pedanda,,"Menjadi wil. Kec. Pedongga, Perda No. 9/2007"
,,,,,,Pakawa,,
,,,,,,Lariang,,"Perda No. 4/2006, Menjadi wil. Kec. Tikke Raya, Perda No. 9/2007"
,,,,,,Makmur Jaya,,"Perda No. 4/2006, Menjadi wil. Kec. Tikke Raya, Perda No. 9/2007"
76.01.02.2010,,,,,,1 Pakava,,Perda No. 4/2006
,,,,,,Jengeng Raya,,"Perda No. 3/2007, Menjadi wil. Kec. Tikke Raya, Perda No. 9/2007"
,,,,,,Pajalele,,"Perda No. 3/2007, Menjadi wil. Kec. Tikke Raya, Perda No. 9/2007"
,,,,,,Batu Oge,,"Perda No. 3/2007, Menjadi wil. Kec. Pedongga, Perda No. 9/2007"
76.01.02.2014,,,,,,2 Karya Bersama,,Perda No. 3/2007
76.01.02.2015,,,,,,3 Ako,,Perda No. 3/2007
76.01.02.2016,,,,,,4 Gunung Sari,,Perda No. 3/2007
76.01.03,,,,3Baras,1,5,,
,,,,,,,,
