K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.73.03.2016,,,,,,16 Keude Punteuet,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.73.03.2017,,,,,,17 Alue Lim,,
11.73.03.2018,,,,,,18 Blang Buloh,,
11.73.03.2019,,,,,,19 Blang Weu Panjoe,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.73.03.2020,,,,,,20 Jeulikat,,
11.73.03.2021,,,,,,21 Blang Weu Baroh,,
11.73.03.2022,,,,,,22 Seuneubok,,
11.73.04,,,,4Muara Satu,-,11,,Qanun No. 1/2006
11.73.04.2001,,,,,,1 Batuphat Barat,,Semula wil. Kec. Muara Dua
11.73.04.2002,,,,,,2 Blang Panyang,,Semula wil. Kec. Muara Dua
11.73.04.2003,,,,,,3 Meunasah Dayah,,Semula wil. Kec. Muara Dua
11.73.04.2004,,,,,,4 Paloh Punti,,"Semula wil. Kec. Muara Dua, Perbaikan nama sesuai Surat Pem Aceh
No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.73.04.2005,,,,,,5 Blang Pulo,,Semula wil. Kec. Muara Dua
11.73.04.2006,,,,,,6 Batuphat Timur,,Semula wil. Kec. Muara Dua
11.73.04.2007,,,,,,"7 Blang Naleung
Mameh",,"Semula wil. Kec. Muara Dua, Perbaikan nama sesuai Surat Pem Aceh
No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.73.04.2008,,,,,,8 Cot Trieng,,Semula wil. Kec. Muara Dua
11.73.04.2009,,,,,,9 Padang Sakti,,Semula wil. Kec. Muara Dua
11.73.04.2010,,,,,,10 Meuria Paloh,,Semula wil. Kec. Muara Dua
11.73.04.2011,,,,,,11 Ujong Pacu,,"Semula wil. Kec. Muara Dua, Perbaikan nama sesuai Surat Pem Aceh
No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
