K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.73,KOTA SALATIGA,,,4,23,0,"54,983","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.73.01,,,,1Sidorejo,6,-,,
33.73.01.1001,,,,,1Blotongan,,,
33.73.01.1002,,,,,2Sidorejo Lor,,,
33.73.01.1003,,,,,3Salatiga,,,
33.73.01.1004,,,,,4Bugel,,,
33.73.01.1005,,,,,5Kauman Kidul,,,
33.73.01.1006,,,,,6Pulutan,,,
33.73.02,,,,2Tingkir,7,-,,
33.73.02.1001,,,,,1Kutowinangun Kidul,,,Pemekaran Kel. Kutowinangun Perda No. 5/2012
33.73.02.1002,,,,,2Gendongan,,,
33.73.02.1003,,,,,3Sidorejo Kidul,,,
33.73.02.1004,,,,,4Kalibening,,,
33.73.02.1005,,,,,5Tingkir Lor,,,
33.73.02.1006,,,,,6Tingkir Tengah,,,
33.73.02.1007,,,,,7Kutowinangun Lor,,,Pemekaran wil. Kel. Kutowinangun Perda No. 5/2012
33.73.03,,,,3Argomulyo,6,-,,
33.73.03.1001,,,,,1Noborejo,,,
33.73.03.1002,,,,,2Ledok,,,
33.73.03.1003,,,,,3Tegalrejo,,,
33.73.03.1004,,,,,4Kumpulrejo,,,
33.73.03.1005,,,,,5Randuacir,,,
33.73.03.1006,,,,,6Cebongan,,,
33.73.04,,,,4Sidomukti,4,-,,
33.73.04.1001,,,,,1Kecandran,,,
33.73.04.1002,,,,,2Dukuh,,,
33.73.04.1003,,,,,3Mangunsari,,,
33.73.04.1004,,,,,4Kalicacing,,,
