K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.06.05.2008,,,,,,3 Tanjung Paku,,"perbaikan nama dari Tanjungpaku menjadi Tanjung Paku,Surat Bup
Tanjung Jabung Barat No 141/812/BAPD/PMD/2021 tanggal 15 april
2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24
Mei 2021"
,,,,,,Rantau Badak,,"Menjadi wil. Kec. Muara Papalik, Perda No. 8/2008"
,,,,,,Dusun Mudo,,"Menjadi wil. Kec. Muara Papalik, Perda No. 8/2008"
,,,,,,Lampisi,,"Menjadi wil. Kec. Renah Mendaluh, Perda No. 8/2008"
15.06.05.2012,,,,,,4 Tanjung Benanak,,"perbaikan nama dari Tanjungbenanak menjadi Tanjung Benanak,Surat
Bup Tanjung Jabung Barat No 141/812/BAPD/PMD/2021 tanggal 15
april 2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD
tgl 24 Mei 2021"
15.06.05.2013,,,,,,5 Bukit Harapan,,"perubahan nama dari Bukitharapan menjadi Bukit Harapan, Surat Bup
Tanjung Jabung Barat No 141/812/BAPD/PMD/2021 tgl 15 April
2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24
Mei 2021"
15.06.05.2014,,,,,,6 Adi Purwa,,
,,,,,,Cinta Damai,,"Menjadi wil. Kec. Renah Mendaluh, Perda No. 8/2008"
,,,,,,Bukit Indah,,"Menjadi wil. Kec. Muara Papalik, Perda No. 8/2008"
,,,,,,Kemang Manis,,"Menjadi wil. Kec. Muara Papalik, Perda No. 8/2008"
15.06.05.2018,,,,,,7 Pinang Gading,,
,,,,,,Intan Jaya,,"Menjadi wil. Kec. Muara Papalik, Perda No. 8/2008"
15.06.05.2020,,,,,,8 Merlung,,"Pemekaran sebagian Kel. Merlung, Perda No. 15/2011"
15.06.05.2021,,,,,,9 Tanjung Makmur,,"perbaikan nama dari Tanjungmakmur menjadi Tanjung Makmur,
Pemekaran sebagian Desa Tanjungberanak, Perda No. 15/2011,Surat
Bup Tanjung Jabung Barat No 141/812/BAPD/PMD/2021 tgl 15 April
2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24
Mei 2021"
15.06.06,,,,6Tebing Tinggi,1,9,,Perda No. 8/2008
15.06.06.1001,,,,,1Tebing Tinggi,,,"Semula wil Kec. Tungkal Ulu, Menjadi Kel."
15.06.06.2002,,,,,,1 Purwodadi,,Semula wil Kec. Tungkal Ulu
15.06.06.2003,,,,,,2 Suka Damai,,Semula wil Kec. Tungkal Ulu
15.06.06.2004,,,,,,3 Adi Jaya,,Semula wil. Kec. Tungkal Ulu
15.06.06.2005,,,,,,4 Kelagian,,Perda No. 17/2008 PMD
15.06.06.2006,,,,,,5 Teluk Pengkah,,"perbaikan nama dari Telukpengkah menjadi Teluk Pengkah,Pemekaran
sebagian Kel. Tebing Tinggi, Perda No. 21/2011,Surat Bup Tanjung
Jabung Barat No 141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat
Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.06.2007,,,,,,6 Talang Makmur,,"Pemekaran sebagian Kel. Tebing Tinggi, Perda No. 21/2011"
15.06.06.2008,,,,,,7 Sungai Keruh,,"perbaikan nama dari Sungaikeruh menjadi Sungai Keruh,Pemekaran
sebagian Desa Purwodadi, Perda No. 21/2011,Surat Bup Tanjung
Jabung Barat No 141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat
Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.06.2009,,,,,,8 Dataran Kempas,,"Pemekaran sebagian Desa Purwodadi, Perda No. 21/2011"
15.06.06.2010,,,,,,9 Delima,,"Pemekaran sebagian Desa Purwodadi, Perda No. 21/2011"
15.06.07,,,,7Batang Asam,1,10,,Perda No. 8/2008
