K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.15.08.2008,,,,,,8 Kutaampel,,
32.15.08.2009,,,,,,9 Karyamulya,,
32.15.08.2010,,,,,,10 Karyamakmur,,
32.15.09,,,,9Tirtajaya,-,11,,Perda No. 2/2005
32.15.09.2001,,,,,,1 Sabajaya,,
32.15.09.2002,,,,,,2 Pisangsambo,,
32.15.09.2003,,,,,,3 Gempolkarya,,
32.15.09.2004,,,,,,4 Medankarya,,
32.15.09.2005,,,,,,5 Tambaksumur,,
32.15.09.2006,,,,,,6 Tambaksari,,
32.15.09.2007,,,,,,7 Sumurlaban,,
32.15.09.2008,,,,,,8 Srijaya,,
32.15.09.2009,,,,,,9 Kutamakmur,,
32.15.09.2010,,,,,,10 Bolang,,
32.15.09.2011,,,,,,11 Srikamulyan,,
32.15.10,,,,10Pedes,-,12,,Perda No. 2/2005
32.15.10.2001,,,,,,1 Payungsari,,
32.15.10.2002,,,,,,2 Karangjaya,,
32.15.10.2003,,,,,,3 Kertaraharja,,
,,,,,,Kertamukti,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
32.15.10.2005,,,,,,4 Sungaibuntu,,
32.15.10.2006,,,,,,5 Dongkal,,
32.15.10.2007,,,,,,6 Kertamulya,,
32.15.10.2008,,,,,,7 Puspasari,,
,,,,,,Rawasari,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
32.15.10.2010,,,,,,8 Labanjaya,,
,,,,,,Pusakajaya Selatan,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
32.15.10.2012,,,,,,9 Jatimulya,,
,,,,,,Cikandek,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
,,,,,,Kosambibatuk,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
,,,,,,Pusakajaya Utara,,"Menjadi wil. Kec. Cilebar, Perda No. 2/2005"
32.15.10.2016,,,,,,10 Rangdumulya,,
32.15.10.2017,,,,,,11 Kendaljaya,,
32.15.10.2018,,,,,,12 Malangsari,,
32.15.11,,,,11Cibuaya,-,11,,Perda No. 2/2005
32.15.11.2001,,,,,,1 Pajaten,,"Surat Sekda Kab karawang No 100/7974/Tapem tgl 21 Nov 2019 hal
verifikasi kode dan data wilayah adm pem"
32.15.11.2002,,,,,,2 Cibuaya,,
32.15.11.2003,,,,,,3 Kertarahayu,,
32.15.11.2004,,,,,,4 Sukasari,,
,,,,,,,,
