K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.07.14.2002,,,,,,2 Rokan Baru,,"Semula wil Kec. Bangko, Perda No.2/2010, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2003,,,,,,3 Sei Besar,,"Semula wil Kec. Bangko, Perda No.2/2010, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2004,,,,,,4 Suak Temenggung,,"Semula wil Kec. Bangko, Perda No.2/2010, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2005,,,,,,5 Teluk Bano II,,"Semula wil Kec. Bangko, Perda No.2/2010, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2006,,,,,,6 Pekaitan,,"Semula wil Kec. Bangko, Perda No. 2/2010"
14.07.14.2007,,,,,,7 Suak Air Hitam,,"Semula wil Kec. Bangko, Perda No.2/2010, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2008,,,,,,8 Kubu I,,"Pemekaran sebagian Desa Sungaibesar, Perda No.3/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2009,,,,,,9 Karyo Mulyo Sari,,"Pemekaran sebagian Desa Rokan Baru, Perda No.3/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.07.14.2010,,,,,,10 Rokan Baru Pesisir,,"Pemekaran sebagian Desa Rokan Baru, Perda No.3/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.07.15,,,,15Kubu Babussalam,-,12,,"Pemekaran sebagian Kec. Kubu, Perda No. 27/2011"
14.07.15.2001,,,,,,1 Rantau Panjang Kiri,,"Semula wil Kec. Kubu, Perda No.27/2011, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.15.2002,,,,,,2 Teluknilap,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2003,,,,,,3 Sungaimajo,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2004,,,,,,4 Sungaipinang,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2005,,,,,,5 Sungaipanji-panji,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2006,,,,,,6 Jojol,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2007,,,,,,7 Pulauhalang Muka,,"Semula wil Kec. Kubu, Perda No. 27/2011"
14.07.15.2008,,,,,,"8 Pulauhalang
Belakang",,"Semula wil Kec. Kubu, Perda No. 27/2011"
,,,,,,,,
