K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.16.08,,,,8Rantau,-,17,,
11.16.08.2001,,,,,,1 Benua Raja,,
11.16.08.2002,,,,,,2 Landuh,,
11.16.08.2003,,,,,,3 Paya Bedi,,
11.16.08.2004,,,,,,4 Ingin Jaya,,
11.16.08.2005,,,,,,5 Suka Rahmat,,
11.16.08.2006,,,,,,6 Suka Jadi,,
11.16.08.2007,,,,,,7 Durian,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.16.08.2008,,,,,,8 Rantau Pauh,,
11.16.08.2009,,,,,,9 Alur Cucur,,
11.16.08.2010,,,,,,10 Pertamina,,
11.16.08.2011,,,,,,11 Kebun Rantau,,
11.16.08.2012,,,,,,12 Alur Manis,,
11.16.08.2013,,,,,,13 Jamur Jelatang,,
11.16.08.2014,,,,,,14 Suka Rakyat,,
11.16.08.2015,,,,,,15 Jamur Labu,,
11.16.08.2016,,,,,,16 Suka Mulia,,
11.16.08.2017,,,,,,17 Mekar Jaya,,"Pemekaran sebagian wil. Desa Rantau Pauh, Desa Alur Cucur dan
Desa Durian, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
11.16.09,,,,9Banda Mulia,-,10,,Qanun No.6/2006
11.16.09.2001,,,,,,1 Telaga Meuku Sa,,Semula wil. Kec. Bendahara
11.16.09.2002,,,,,,2 Telaga Meuku Dua,,Semula wil. Kec. Bendahara
11.16.09.2003,,,,,,3 Alur Nunang,,Semula wil. Kec. Bendahara
11.16.09.2004,,,,,,4 Tanjung Keramat,,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.16.09.2005,,,,,,5 Matang Seping,,Semula wil. Kec. Bendahara
11.16.09.2006,,,,,,6 Besar,,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.16.09.2007,,,,,,7 Paya Rahat,,Semula wil. Kec. Bendahara
11.16.09.2008,,,,,,8 Suka Jadi,,Semula wil. Kec. Bendahara
11.16.09.2009,,,,,,9 Suka Mulia Upah,,"Semula wil. Kec. Bendahara, Perbaikan nama sesuai Surat Pem Aceh
No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh"
11.16.09.2010,,,,,,10 Suka Damai,,Semula wil. Kec. Bendahara
11.16.10,,,,10Bandar Pusaka,-,15,,Qanun No.6/2006
11.16.10.2001,,,,,,1 Aras Sembilan,,Semula wil. Kec. Tamiang Hulu
,,,,,,,,
