NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,74.11.06,6 Lalolae,,,,,1,4,,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
,74.11.07,7 Mowewe,,,,,3,7,,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
,74.11.08,8 Uluiwoi,,,,,1,9,,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
,74.11.09,9 Tinondo,,,,,1,11,,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
,74.11.10,10 Aere,,,,,,11,,,Pemekaran sebagian wil Kec. Lambandia Perda No. 8/2012
,74.11.11,11 Ueesi,,,,,,11,,,Pemekaran sebagian wil Kec. Uluiwoi Perda No. 8/2012
,74.11.12,12 Dangia,,,,,,12,,,"Pemekaran sebagian wil Kec. Ladongi dan Kec. Lambandia Perda No.
8/2012"
,74.12,12 KAB. KONAWE KEPULAUAN,Wawonii Barat,,,7,7,89,706,40.427,"Luas wilayah berdasarkan UU No. 13 Tahun 2013.
Luas Wilayah Definitif Tidak Ada Batas Darat sesuai Surat Kapus
PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3
Oktober 2022."
,74.12.01,1 Wawonii Barat,,,,,1,15,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.02,2 Wawonii Utara,,,,,1,20,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.03,3 Wawonii Timur Laut,,,,,1,9,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.04,4 Wawonii Timur,,,,,1,10,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.05,5 Wawonii Tenggara,,,,,1,14,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.06,6 Wawonii Selatan,,,,,1,10,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.12.07,7 Wawonii Tengah,,,,,1,11,,,"Semula wil Kab. Konawe, sesuai UU No. 13/2013"
,74.13,13 KAB. MUNA BARAT,Sawerigadi,,,11,5,81,819,85.118,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.13.01,1 Sawerigadi,,,,,,10,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.02,2 Barangka,,,,,,8,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.03,3 Lawa,,,,,2,6,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.04,4 Wadaga,,,,,,7,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.05,5 Tiworo Selatan,,,,,,5,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.06,6 Maginti,,,,,,8,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.07,7 Tiworo Tengah,,,,,,8,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.08,8 Tiworo Utara,,,,,,7,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.09,9 Tiworo Kepulauan,,,,,2,7,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.10,10 Kusambi,,,,,1,9,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.13.11,11 Napano Kusambi,,,,,,6,,,"Semula wil Kab. Muna, sesuai UU No. 14 Tahun 2014"
,74.14,14 KAB. BUTON TENGAH,Lakudo,,,7,10,67,837,119.418,"Luas wilayah berdasarkan UU No. 15 Tahun 2014.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.14.01,1 Lakudo,,,,,3,12,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
