NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXIX,75,GORONTALO,,5,1,77,72,657,12.025,1.203.921,
,75.01,1 KAB. GORONTALO,Gorontalo,,,19,14,191,2.160,405.484,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,75.01.01,1 Limboto,,,,,14,,,,
,75.01.02,2 Telaga,,,,,,9,,,
,75.01.03,3 Batudaa,,,,,,8,,,
,75.01.04,4 Tibawa,,,,,,16,,,
,75.01.05,5 Batudaa Pantai,,,,,,9,,,
,75.01.09,6 Boliyohuto,,,,,,13,,,
,75.01.10,7 Telaga Biru,,,,,,15,,,
,75.01.11,8 Bongomeme,,,,,,15,,,
,75.01.13,9 Tolangohula,,,,,,15,,,
,75.01.14,10 Mootilango,,,,,,10,,,
,75.01.16,11 Pulubala,,,,,,11,,,
,75.01.17,12 Limboto Barat,,,,,,10,,,
,75.01.18,13 Tilango,,,,,,8,,,Perda No. 38/2007
,75.01.19,14 Tabongo,,,,,,9,,,Perda No. 39/2007
,75.01.20,15 Biluhu,,,,,,8,,,Perda No. 40/2007
,75.01.21,16 Asparaga,,,,,,10,,,Perda No. 41/2007
,75.01.22,17 Talaga Jaya,,,,,,5,,,Perda No. 1/2008
,75.01.23,18 Bilato,,,,,,10,,,Pemekaran Kec. Perda No. 40/2010
,75.01.24,19 Dungaliyo,,,,,,10,,,Pemekaran Kec. Bongomeme Perda No. 4/2012
,75.02,2 KAB. BOALEMO,Tilamuta,,,7,0,82,1.831,149.010,"Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,75.02.01,1 Paguyaman,,,,,,22,,,
,75.02.02,2 Wonosari,,,,,,14,,,
,75.02.03,3 Dulupi,,,,,,8,,,
,75.02.04,4 Tilamuta,,,,,,12,,,
,75.02.05,5 Mananggu,,,,,,9,,,
,75.02.06,6 Botumoito,,,,,,9,,,"Perbaikan nama kecamatan semula Botumoita menjadi Botumoito
sesuai Peraturan Bupati Boalemo No.23/2013 tentang Pembentukan
Kecamatan Botumoito Kabupaten Boalemo."
,75.02.07,7 Paguyaman Pantai,,,,,,8,,,
