K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.73,KOTA LHOKSEUMAWE,,,4,0,68,"132,966","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.73.01,,,,1Muara Dua,-,17,,
,,,,,,Batuphat Barat,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
11.73.01.2002,,,,,,1 Alue Awe,,
11.73.01.2003,,,,,,2 Blang Crum,,
11.73.01.2004,,,,,,3 Cut Mamplam,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.73.01.2005,,,,,,4 Meunasah Mee,,
11.73.01.2006,,,,,,5 Cot Girek Kandang,,
11.73.01.2007,,,,,,6 Keude Cunda,,
11.73.01.2008,,,,,,7 Uteunkot,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.73.01.2009,,,,,,8 Lhok Mon Puteh,,
11.73.01.2010,,,,,,9 Meunasah Mesjid,,
11.73.01.2011,,,,,,10 Mns. Panggoi,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
,,,,,,Blang Panyang,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
11.73.01.2013,,,,,,11 Paya Bili,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.73.01.2014,,,,,,12 Meunasah Alue,,
11.73.01.2015,,,,,,13 Paya Punteuet,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.73.01.2016,,,,,,14 Blang Poroh,,
,,,,,,Meunasah Dayah,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Paloh Sunti,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Blang Pulo,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Bathupat Timur,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Blang N. Mameh,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Cot Trieng,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Padang Sakti,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
11.73.01.2024,,,,,,15 Meunasah Manyang,,
11.73.01.2025,,,,,,16 Meunasah Blang,,
11.73.01.2026,,,,,,17 Paloh Batee,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
,,,,,,Meuria Paloh,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
,,,,,,Ujong Pacu,,"Menjadi wil. Kec. Muara Satu, Qanun No. 1/2006"
11.73.02,,,,2Banda Sakti,-,18,,
11.73.02.2001,,,,,,1 Kuta Blang,,
,,,,,,,,
