K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.09.02.2017,,,,,,10 Sungai Bengkal Barat,,
15.09.02.2018,,,,,,11 Kemantan,,"Pemekaran sebagian wil. Kel. Sungai Bengkal, sesuai:
Perda No. 11 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4871/BPD tgl 20 September 2022."
15.09.03,,,,3Tebo Ulu,1,16,,
15.09.03.1001,,,,,1Pulau Temiang,,,"Perbaikan nama kel. semula Pulautemiang menjadi Pulau Temiang,
sesuai:
Surat Pernyataan Bup. Tebo No. 146.4/1410/Setda.Pem/2022 tgl 12
September 2022; dan
Surat Bup. Tebo No. 146.2/454/Setda.Pem tgl 20 April 2022."
15.09.03.2002,,,,,,1 Sungai Rambai,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.03.2003,,,,,,2 Pagar Puding,,
15.09.03.2004,,,,,,"3 Teluk Kembang
Jambu",,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.03.2005,,,,,,"4 Teluk Kasai
Rambahan",,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.03.2006,,,,,,5 Rantau langkap,,
15.09.03.2007,,,,,,6 Tanjung Aur,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.03.2008,,,,,,7 Bungo Tanjung,,
15.09.03.2009,,,,,,8 Pulau Panjang,,
15.09.03.2010,,,,,,9 Lubuk Benteng,,
15.09.03.2011,,,,,,10 Teluk Kuali,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
15.09.03.2012,,,,,,11 Melako Intan,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017.
Perbaikan nama desa semula Malako Intan menjadi Melako Intan,
sesuai:
Perda No. 3 Tahun 2003; dan
Surat Bup. Tebo No. 146.2/454/Setda.Pem tgl 20 April 2022."
,,,,,,Pinang Belai,,"Menjadi wil. Kec.Serai Serumpun, Perda No.17/2004"
,,,,,,Sekutur Jaya,,"Menjadi wil. Kec.Serai Serumpun, Perda No.17/2004"
15.09.03.2015,,,,,,12 Jambu,,"Pemekaran Desa Telukkembang Jambu, Perda No. 9/2012"
15.09.03.2016,,,,,,13 Pulau Jelmu,,"Pemekaran Desa Bungo Tanjung, Perda No. 9/2012"
15.09.03.2017,,,,,,"14 Medan Seri
Rambahan",,"Pemekaran Desa Telukkasai Rambahan, Perda No. 9/2012"
15.09.03.2018,,,,,,15 Ulak Banjir Rambahan,,"Pemekaran Desa Telukkasai Rambahan, Perda No. 9/2012"
15.09.03.2019,,,,,,"16 Teluk Pandan
Rambahan",,"Pemekaran Desa Telukkasai Rambahan, Perda No. 9/2012"
,,,,,,,,
