K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
64.02.15.1005,,,,,5Sanga-Sanga Muara,,,
64.02.16,,,,16Tenggarong Seberang,-,18,,
64.02.16.2001,,,,,,1 Manunggal Jaya,,
64.02.16.2002,,,,,,2 Bukit Raya,,
64.02.16.2003,,,,,,3 Embalut,,
64.02.16.2004,,,,,,4 Bangun Rejo,,
64.02.16.2005,,,,,,5 Kerta Buana,,
64.02.16.2006,,,,,,6 Separi,,
64.02.16.2007,,,,,,7 Bukit Pariaman,,
64.02.16.2008,,,,,,8 Bhuana Jaya,,"Perbaikan nama desa semula Buana Jaya menjadi Bhuana Jaya
sesuai Perda No. 1 Tahun 2022."
64.02.16.2009,,,,,,9 Mulawarman,,
64.02.16.2010,,,,,,10 Loa Ulung,,
64.02.16.2011,,,,,,11 Loa Raya,,
64.02.16.2012,,,,,,12 Perjiwa,,
64.02.16.2013,,,,,,13 Teluk Dalam,,
64.02.16.2014,,,,,,14 Loa Lepu,,
64.02.16.2015,,,,,,15 Suka Maju,,
64.02.16.2016,,,,,,16 Loa Pari,,
64.02.16.2017,,,,,,17 Karang Tunggal,,
64.02.16.2018,,,,,,18 Tanjung Batu,,
64.02.17,,,,17Marang Kayu,-,11,,
64.02.17.2001,,,,,,1 Sebuntal,,
64.02.17.2002,,,,,,2 Santan Ulu,,
64.02.17.2003,,,,,,3 Santan Tengah,,
64.02.17.2004,,,,,,4 Santan Ilir,,
64.02.17.2005,,,,,,5 Kersik,,
64.02.17.2006,,,,,,6 Bunga Putih,,
64.02.17.2007,,,,,,7 Makarti,,
64.02.17.2008,,,,,,8 Prangat Selatan,,"Perbaikan nama sesuai Surat Pemprov Kaltim No.
414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan status
Desa dan Pembentukan Desa Tgl 19 Juni 2015"
64.02.17.2009,,,,,,9 Prangat Baru,,"Perbaikan nama sesuai Surat Pemprov Kaltim No.
414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan status
Desa dan Pembentukan Desa Tgl 19 Juni 2015"
64.02.17.2010,,,,,,10 Semangko,,
64.02.17.2011,,,,,,11 Sambera Baru,,
64.02.18,,,,18Muara Wis,-,7,,
64.02.18.2001,,,,,,1 Muara Wis,,
64.02.18.2002,,,,,,2 Sebemban,,
64.02.18.2003,,,,,,3 Melintang,,
,,,,,,,,
