NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,64.07.17,13 Siluq Ngurai,,,,,,16,,,
,64.07.18,14 Mook Manaar Bulatn,,,,,,16,,,Perda No. 13/2003
,64.07.19,15 Tering,,,,,,15,,,Perda No. 13/2003
,64.07.20,16 Sekolaq Darat,,,,,,8,,,Perda No. 13/2003
,64.08,5 KAB. KUTAI TIMUR,Sanggatta,,,18,2,139,31.580,425.613,"Luas Wilayah Indikatif, PBW & GP sesuai Surat Kapus PPBW BIG
No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.08.01,1 Muara Ancalong,,,,,,9,,,
,64.08.02,2 Muara Wahau,,,,,,10,,,
,64.08.03,3 Muara Bengkal,,,,,,7,,,
,64.08.04,4 Sangatta Utara,,,,,1,3,,,
,64.08.05,5 Sangkulirang,,,,,,15,,,
,64.08.06,6 Busang,,,,,,6,,,
,64.08.07,7 Telen,,,,,,8,,,
,64.08.08,8 Kombeng,,,,,,7,,,
,64.08.09,9 Bengalon,,,,,,11,,,
,64.08.10,10 Kaliorang,,,,,,7,,,
,64.08.11,11 Sandaran,,,,,,9,,,
,64.08.12,12 Sangatta Selatan,,,,,1,3,,,Perda No. 12/2005
,64.08.13,13 Teluk Pandan,,,,,,6,,,Perda No. 12/2005
,64.08.14,14 Rantau Pulung,,,,,,9,,,Perda No. 12/2005
,64.08.15,15 Kaubun,,,,,,8,,,Perda No. 12/2005
,64.08.16,16 Karangan,,,,,,7,,,Perda No. 12/2005
,64.08.17,17 Batu Ampar,,,,,,7,,,Perda No. 12/2005
,64.08.18,18 Long Mesangat,,,,,,7,,,Perda No. 12/2005
,64.09,6 KAB. PENAJAM PASER UTARA,Penajam,,,4,24,30,3.173,188.923,"Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.09.01,1 Penajam,,,,,19,4,,,
,64.09.02,2 Waru,,,,,1,3,,,
,64.09.03,3 Babulu,,,,,,12,,,
,64.09.04,4 Sepaku,,,,,4,11,,,
,64.11,7 KAB. MAHAKAM ULU,Long Bagun,,,5,0,50,18.428,36.153,"UU No. 2 Tahun 2013.
Luas Wilayah Indikatif, PGGB sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.11.01,1 Long Bagun,,,,,,11,,,"Semula wil Kab. Kutai Barat, sesuai UU No. 2/2013"
,64.11.02,2 Long Hubung,,,,,,11,,,"Semula wil Kab. Kutai Barat, sesuai UU No. 2/2013"
,64.11.03,3 Laham,,,,,,5,,,"Semula wil Kab. Kutai Barat, sesuai UU No. 2/2013"
