NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,72.02.06,6 Pamona Selatan,,,,,,12,,,
,72.02.07,7 Lore Utara,,,,,,7,,,
,72.02.08,8 Lore Tengah,,,,,,8,,,
,72.02.09,9 Lore Selatan,,,,,,8,,,
,,Una Una,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Togian,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Walea Kepulauan,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Ampana Tete,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Ampana Kota,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Ulubongka,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Tojo Barat,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,,Tojo,,,,,,,,,"Menjadi wil. Kab. Tojo Una-una, UU No. 32/2003"
,72.02.18,18 Poso Pesisir Utara,,,,,,10,,,
,72.02.19,19 Poso Pesisir Selatan,,,,,,9,,,
,72.02.20,20 Pamona Barat,,,,,,6,,,
,72.02.21,21 Poso Kota Selatan,,,,,5,,,,Perda No.12/2005
,72.02.22,22 Poso Kota Utara,,,,,7,,,,Perda No.12/2005
,72.02.23,23 Lore Barat,,,,,,6,,,Perda No. 3/2006
,72.02.24,24 Lore Timur,,,,,,5,,,Perda No. 3/2007
,72.02.25,25 Lore Piore,,,,,,5,,,Perda No. 4/2007
,72.02.26,26 Pamona Tenggara,,,,,,9,,,Perda No. 5/2007
,72.02.27,27 Pamona Utara,,,,,3,7,,,Pemekaran Kec. Perda No. 11/2010
,72.03,3 KAB. DONGGALA,Donggala,,,16,9,158,5.127,307.450,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.03.04,1 Rio Pakava,,,,,,14,,,Perda No. 14/2002
,72.03.06,2 Dampelas,,,,,,13,,,"Perubahan Nama Kec. Dampelas Sojol menjadi Kec. Dampelas Perda
No. 2/2013"
,72.03.08,3 Banawa,,,,,9,5,,,
,72.03.09,4 Labuan,,,,,,7,,,"Perubahan Nama Kec. Tawaeli, Perda No. 3/2005"
,72.03.10,5 Sindue,,,,,,13,,,
,72.03.11,6 Sirenja,,,,,,13,,,
,72.03.12,7 Balaesang,,,,,,13,,,
,72.03.14,8 Sojol,,,,,,9,,,
,72.03.18,9 Banawa Selatan,,,,,,19,,,Perda No. 3/2004 diubah dengan Perda No. 1/2008
,72.03.19,10 Tanantovea,,,,,,10,,,Perda No. 7/2004
