K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82,MALUKU UTARA,,,,,,,
82.07,KAB. PULAU MOROTAI,,,6,0,88,"2.337,331","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
82.07.01,,,,1Morotai Selatan,-,25,,Semula wil. Kab. Halmahera Utara
82.07.01.2001,,,,,,1 Gotalamo,,
82.07.01.2002,,,,,,2 Daruba,,
82.07.01.2003,,,,,,3 Darame,,
82.07.01.2004,,,,,,4 Wawama,,
82.07.01.2005,,,,,,5 Pandanga,,
82.07.01.2006,,,,,,6 Juanga,,
82.07.01.2007,,,,,,7 Totodoku,,
82.07.01.2008,,,,,,8 Momojiu,,
82.07.01.2009,,,,,,9 Sabatai Baru,,
82.07.01.2010,,,,,,10 Sabatai Tua,,
82.07.01.2011,,,,,,11 Daeo,,
82.07.01.2012,,,,,,12 Dehegila,,
82.07.01.2013,,,,,,13 Pilowo,,
82.07.01.2014,,,,,,14 Galo-Galo,,
82.07.01.2015,,,,,,15 Koloray,,
82.07.01.2016,,,,,,16 Yayasan,,
82.07.01.2017,,,,,,17 Joubela,,
82.07.01.2018,,,,,,18 Aha,,
82.07.01.2019,,,,,,19 Muhajirin,,
82.07.01.2020,,,,,,20 Mandiri,,
82.07.01.2021,,,,,,21 Falila,,Pemekaran Desa Daruba Perda No.2/2012
82.07.01.2022,,,,,,22 Sabala,,Pemekaran Desa Sabatai Tua Perda No.2/2012
82.07.01.2023,,,,,,23 Daeo Majiko,,Pemekaran Desa Daeo Perda No.2/2012
82.07.01.2024,,,,,,24 Morodadi,,Perda No.2/2012
82.07.01.2025,,,,,,25 Nakamura,,Perda No.2/2012
82.07.02,,,,2Morotai Selatan Barat,-,15,,Semula wil. Kab. Halmahera Utara
82.07.02.2001,,,,,,1 Wayabula,,
82.07.02.2002,,,,,,2 Tiley,,
82.07.02.2003,,,,,,3 Ngele-Ngele Kecil,,
82.07.02.2004,,,,,,4 Cucumare,,
82.07.02.2005,,,,,,5 Aru Irian,,
82.07.02.2006,,,,,,6 Waringin,,
82.07.02.2007,,,,,,7 Tutuhu,,
82.07.02.2008,,,,,,8 Cio Gerong,,
,,,,,,,,
