K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
34,DAERAH ISTIMEWA YOGYAKARTA,,,,,,,
34.02,KAB. BANTUL,,,17,0,75,"511,706","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
34.02.01,,,,1Srandakan,-,2,,
34.02.01.2001,,,,,,1 Poncosari,,
34.02.01.2002,,,,,,2 Trimurti,,
34.02.02,,,,2Sanden,-,4,,
34.02.02.2001,,,,,,1 Gadingsari,,
34.02.02.2002,,,,,,2 Gadingharjo,,
34.02.02.2003,,,,,,3 Srigading,,
34.02.02.2004,,,,,,4 Murtigading,,
34.02.03,,,,3Kretek,-,5,,
34.02.03.2001,,,,,,1 Tirtomulyo,,
34.02.03.2002,,,,,,2 Parangtritis,,
34.02.03.2003,,,,,,3 Donotirto,,
34.02.03.2004,,,,,,4 Tirtosari,,
34.02.03.2005,,,,,,5 Tirtohargo,,
34.02.04,,,,4Pundong,-,3,,
34.02.04.2001,,,,,,1 Seloharjo,,
34.02.04.2002,,,,,,2 Panjangrejo,,
34.02.04.2003,,,,,,3 Srihardono,,
34.02.05,,,,5Bambanglipuro,-,3,,
34.02.05.2001,,,,,,1 Sidomulyo,,
34.02.05.2002,,,,,,2 Mulyodadi,,
34.02.05.2003,,,,,,3 Sumbermulyo,,
34.02.06,,,,6Pandak,-,4,,
34.02.06.2001,,,,,,1 Caturharjo,,
34.02.06.2002,,,,,,2 Triharjo,,
34.02.06.2003,,,,,,3 Gilangharjo,,
34.02.06.2004,,,,,,4 Wijirejo,,
34.02.07,,,,7Pajangan,-,3,,
34.02.07.2001,,,,,,1 Triwidadi,,
34.02.07.2002,,,,,,2 Sendangsari,,
34.02.07.2003,,,,,,3 Guwosari,,
34.02.08,,,,8Bantul,-,5,,
34.02.08.2001,,,,,,1 Palbapang,,
34.02.08.2002,,,,,,2 Ringinharjo,,
34.02.08.2003,,,,,,3 Bantul,,
