NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,11.05.07,7 Arongan Lambalek,,,,,,27,,,
,11.05.08,8 Pante Ceureumen,,,,,,25,,,
,11.05.09,9 Meureubo,,,,,,26,,,
,11.05.10,10 Woyla Barat,,,,,,24,,,
,11.05.11,11 Woyla Timur,,,,,,26,,,
,11.05.12,12 Panton Reu,,,,,,19,,,Qanun No. 5/2007
,11.06,6 KAB. ACEH BESAR,Jantho,,,23,0,604,2.891,422.241,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.06.01,1 Lhoong,,,,,,28,,,
,11.06.02,2 Lhoknga,,,,,,28,,,
,11.06.03,3 Indrapuri,,,,,,52,,,
,11.06.04,4 Seulimeum,,,,,,47,,,
,11.06.05,5 Montasik,,,,,,39,,,
,11.06.06,6 Sukamakmur,,,,,,35,,,
,11.06.07,7 Darul Imarah,,,,,,32,,,
,11.06.08,8 Peukan Bada,,,,,,26,,,
,11.06.09,9 Mesjid Raya,,,,,,13,,,
,11.06.10,10 Ingin Jaya,,,,,,50,,,
,11.06.11,11 Kuta Baro,,,,,,47,,,
,11.06.12,12 Darussalam,,,,,,29,,,
,11.06.13,13 Pulo Aceh,,,,,,17,,,
,11.06.14,14 Lembah Seulawah,,,,,,12,,,
,11.06.15,15 Kota Jantho,,,,,,13,,,
,11.06.16,16 Kuta Cot Glie,,,,,,32,,,"Perbaikan nama kec. semula Kota Cot Glie menjadi Kuta Cot Glie,
sesuai:
Qanun No. 10 Tahun 2000; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,11.06.17,17 Kuta Malaka,,,,,,15,,,
,11.06.18,18 Simpang Tiga,,,,,,18,,,
,11.06.19,19 Darul Kamal,,,,,,14,,,
,11.06.20,20 Baitussalam,,,,,,13,,,
,11.06.21,21 Krueng Barona Jaya,,,,,,12,,,
,11.06.22,22 Leupung,,,,,,6,,,
,11.06.23,23 Blang Bintang,,,,,,26,,,Pemekaran Kec Qanun No. 3/2006
