NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,72.03.21,11 Pinembani,,,,,,9,,,Perda No. 19/2005
,72.03.24,12 Sindue Tombusabora,,,,,,6,,,Perda No. 4/2007
,72.03.25,13 Sindue Tobata,,,,,,6,,,Perda No. 5/2007
,72.03.27,14 Banawa Tengah,,,,,,8,,,Perda No. 7/2007
,72.03.30,15 Sojol Utara,,,,,,5,,,Perda No. 10/2007
,72.03.31,16 Balaesang Tanjung,,,,,,8,,,Pemekaran Kec. Perda No. 5/2004
,72.04,4 KAB. TOLI TOLI,Toli Toli,,,10,6,103,3.700,232.301,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.04.01,1 Dampal Selatan,,,,,,13,,,
,72.04.02,2 Dampal Utara,,,,,,12,,,
,72.04.03,3 Dondo,,,,,,16,,,
,72.04.04,4 Basidondo,,,,,,10,,,
,72.04.05,5 Ogodeide,,,,,,11,,,
,72.04.06,6 Lampasio,,,,,,9,,,
,72.04.07,7 Baolan,,,,,6,4,,,
,72.04.08,8 Galang,,,,,,14,,,
,72.04.09,9 Toli-Toli Utara,,,,,,10,,,
,72.04.10,10 Dako Pemean,,,,,,4,,,Perda No.6/2005
,72.05,5 KAB. BUOL,Buol,,,11,7,108,3.724,153.161,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.05.01,1 Momunu,,,,,,16,,,
,72.05.02,2 Lakea,,,,,,7,,,Perubahan nama Biau menjadi Lakea Perda No. 10/2008
,72.05.03,3 Bokat,,,,,,15,,,
,72.05.04,4 Bunobogu,,,,,,10,,,
,72.05.05,5 Paleleh,,,,,,12,,,
,72.05.06,6 Biau,,,,,7,,,,"Perda No. 25/2003, Perubahan nama Lipunoto menjadi Biau Perda No.
10/2008"
,72.05.07,7 Tiloan,,,,,,9,,,Perda No. 25/2003
,72.05.08,8 Bukal,,,,,,14,,,Perda No. 25/2003
,72.05.09,9 Gadung,,,,,,11,,,Perda No. 25/2003
,72.05.10,10 Karamat,,,,,,7,,,Perda No. 21/2007
,72.05.11,11 Paleleh Barat,,,,,,7,,,Perda No. 21/2007
,72.06,6 KAB. MOROWALI,Bungku,,,9,7,126,4.487,170.415,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.06.05,1 Bungku Tengah,,,,,6,13,,,
,72.06.06,2 Bungku Selatan,,,,,,26,,,
