NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,36.71.03,3 Batuceper,,,,,7,,,,
,36.71.04,4 Benda,,,,,5,,,,
,36.71.05,5 Cipondoh,,,,,10,,,,
,36.71.06,6 Ciledug,,,,,8,,,,
,36.71.07,7 Karawaci,,,,,16,,,,
,36.71.08,8 Periuk,,,,,5,,,,
,36.71.09,9 Cibodas,,,,,6,,,,
,36.71.10,10 Neglasari,,,,,7,,,,
,36.71.11,11 Pinang,,,,,11,,,,
,36.71.12,12 Karang Tengah,,,,,7,,,,
,36.71.13,13 Larangan,,,,,8,,,,
,36.72,6 KOTA CILEGON,Cilegon,,,8,43,0,163,455.721,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.72.01,1 Cibeber,,,,,6,,,,UU No. 15/1999
,36.72.02,2 Cilegon,,,,,5,,,,
,36.72.03,3 Pulomerak,,,,,4,,,,
,36.72.04,4 Ciwandan,,,,,6,,,,
,36.72.05,5 Jombang,,,,,5,,,,
,36.72.06,6 Gerogol,,,,,4,,,,
,36.72.07,7 Purwakarta,,,,,6,,,,
,36.72.08,8 Citangkil,,,,,7,,,,
,36.73,7 KOTA SERANG,Serang,,,6,67,0,266,712.166,"UU No. 32/2007 - PP. 32/2012 Pemindahan Ibukota.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.73.01,1 Serang,,,,,12,,,,Semula wil Kab. Serang
,36.73.02,2 Kasemen,,,,,10,,,,Semula wil Kab. Serang
,36.73.03,3 Walantaka,,,,,14,,,,Semula wil Kab. Serang
,36.73.04,4 Curug,,,,,10,,,,Semula wil Kab. Serang
,36.73.05,5 Cipocok Jaya,,,,,8,,,,Semula wil Kab. Serang
,36.73.06,6 Taktakan,,,,,13,,,,Semula wil Kab. Serang
,36.74,8 KOTA TANGERANG SELATAN,Ciputat,,,7,54,0,165,1.376.734,"UU No. 51/2008.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,36.74.01,1 Serpong,,,,,9,,,,Semula wil. Kab. Tangerang
,36.74.02,2 Serpong Utara,,,,,7,,,,Semula wil. Kab. Tangerang
,36.74.03,3 Pondok Aren,,,,,11,,,,Semula wil. Kab. Tangerang
