NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.03.11,11 Karanganyar,,,,,,13,,,
,33.03.12,12 Karangmoncol,,,,,,11,,,
,33.03.13,13 Rembang,,,,,,12,,,
,33.03.14,14 Bojongsari,,,,,,13,,,
,33.03.15,15 Padamara,,,,,1,13,,,
,33.03.16,16 Pengadegan,,,,,,9,,,
,33.03.17,17 Karangjambu,,,,,,6,,,
,33.03.18,18 Kertanegara,,,,,,11,,,
,33.04,4 KAB. BANJARNEGARA,Banjarnegara,,,20,12,266,1.145,1.042.318,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.04.01,1 Susukan,,,,,,15,,,
,33.04.02,2 Purworeja Klampok,,,,,,8,,,
,33.04.03,3 Mandiraja,,,,,,16,,,
,33.04.04,4 Purwanegara,,,,,,13,,,
,33.04.05,5 Bawang,,,,,,18,,,
,33.04.06,6 Banjarnegara,,,,,9,4,,,
,33.04.07,7 Sigaluh,,,,,1,14,,,
,33.04.08,8 Madukara,,,,,2,18,,,
,33.04.09,9 Banjarmangu,,,,,,17,,,
,33.04.10,10 Wanadadi,,,,,,11,,,
,33.04.11,11 Rakit,,,,,,11,,,
,33.04.12,12 Punggelan,,,,,,17,,,
,33.04.13,13 Karangkobar,,,,,,13,,,
,33.04.14,14 Pagentan,,,,,,16,,,
,33.04.15,15 Pejawaran,,,,,,17,,,
,33.04.16,16 Batur,,,,,,8,,,
,33.04.17,17 Wanayasa,,,,,,17,,,
,33.04.18,18 Kalibening,,,,,,16,,,
,33.04.19,19 Pandanarum,,,,,,8,,,
,33.04.20,20 Pagedongan,,,,,,9,,,
,33.05,5 KAB. KEBUMEN,Kebumen,,,26,11,449,1.334,1.409.951,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.05.01,1 Ayah,,,,,,18,,,
,33.05.02,2 Buayan,,,,,,20,,,
,33.05.03,3 Puring,,,,,,23,,,
