NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,72.10.09,9 Dolo Selatan,,,,,,12,,,Semula wil. Kab. Donggala
,72.10.10,10 Tanambulava,,,,,,5,,,Semula wil. Kab. Donggala
,72.10.11,11 Dolo Barat,,,,,,12,,,Semula wil. Kab. Donggala
,72.10.12,12 Dolo,,,,,,11,,,Semula wil. Kab. Donggala
,72.10.13,13 Kinovaro,,,,,,10,,,Semula wil. Kab. Donggala
,72.10.14,14 Marawola,,,,,,11,,,Semula wil. Kab. Donggala
,72.10.15,15 Marawola Barat,,,,,,12,,,Semula wil. Kab. Donggala
,72.11,11 KAB. BANGGAI LAUT,Banggai,,,7,3,63,688,74.246,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.11.01,1 Banggai,,,,,3,7,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.02,2 Banggai Utara,,,,,,6,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.03,3 Bokan Kepulauan,,,,,,16,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.04,4 Bangkurung,,,,,,12,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.05,5 Labobo,,,,,,8,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.06,6 Banggai Selatan,,,,,,6,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.11.07,7 Banggai Tengah,,,,,,8,,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
,72.12,12 KAB. MOROWALI UTARA,Petasia,,,10,3,122,8.736,139.535,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.12.01,1 Petasia,,,,,3,7,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.02,2 Petasia Timur,,,,,,12,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.03,3 Lembo Raya,,,,,,10,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.04,4 Lembo,,,,,,14,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.05,5 Mori Atas,,,,,,14,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.06,6 Mori Utara,,,,,,8,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.07,7 Soyo Jaya,,,,,,10,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.08,8 Bungku Utara,,,,,,23,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.09,9 Mamosalato,,,,,,14,,,Semula wil. Kab. Morowali UU. No. 12/2013
,72.12.10,10 Petasia Barat,,,,,,10,,,"Pemekaran Kec Petasia Perda No 7/2012. Rekom Gub No.
136/484/Ro.AdmPum'12 tgl 27/7/ 2012. BA Rpt kesepakatan status
Kec Petasia Barat tgl 21/5/2015-Kab Morowali & Morut yg diketahui
oleh Gub, Kep.KPU No.117/KPTS/KPU/2013 Kec Petasia Barat
(Dapil 4)"
,72.71,13 KOTA PALU,Palu,,,8,46,0,356,374.779,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.71.01,1 Palu Timur,,,,,5,,,,
,72.71.02,2 Palu Barat,,,,,6,,,,
