K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15,JAMBI,,,,,,,
15.04,KAB. BATANGHARI,,,8,14,110,"5.387,516","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
15.04.01,,,,1Mersam,1,17,,
15.04.01.1001,,,,,1Kembang Paseban,,,
15.04.01.2002,,,,,,1 Sengkati Kecil,,
15.04.01.2003,,,,,,2 Sengkati Gedang,,"Surat Rekomendasi Gub No. S-225/BPMPP-2.1/IV/2015 tgl 13 April
2015"
15.04.01.2004,,,,,,3 Sengkati Baru,,
15.04.01.2005,,,,,,4 Kembang Tanjung,,
15.04.01.2006,,,,,,5 Mersam,,
15.04.01.2007,,,,,,6 Benteng Rendah,,
15.04.01.2008,,,,,,7 Sungai Puar,,
15.04.01.2009,,,,,,8 Rantau Gedang,,
15.04.01.2010,,,,,,9 Pematang Gadung,,
15.04.01.2011,,,,,,10 Teluk Melintang,,
15.04.01.2012,,,,,,11 Bukit Harapan,,
15.04.01.2013,,,,,,12 Belanti Jaya,,
15.04.01.2014,,,,,,13 Tapah Sari,,
15.04.01.2015,,,,,,14 Bukit Kemuning,,
15.04.01.2016,,,,,,"15 Simpang Rantau
Gedang",,
15.04.01.2017,,,,,,16 Tanjung Putra,,Pemekaran sebagian wil Desa Sungai Puar Perda No. 19/2012
15.04.01.2018,,,,,,17 Sengkati Mudo,,Pemekaran sebagian wil Desa Sengkati Kecil Perda No. 19/2012
15.04.02,,,,2Muara Tembesi,2,12,,
15.04.02.1001,,,,,1Kampung Baru,,,
15.04.02.1002,,,,,2Pasar Muara Tembesi,,,
15.04.02.2003,,,,,,1 Jebak,,
15.04.02.2004,,,,,,2 Ampelu,,
15.04.02.2005,,,,,,3 Rambutan Masam,,
15.04.02.2006,,,,,,4 Rantau Kapas Mudo,,
15.04.02.2007,,,,,,5 Rantau Kapas Tuo,,
15.04.02.2008,,,,,,6 Sungai Pulai,,
15.04.02.2009,,,,,,7 Pulau,,
15.04.02.2010,,,,,,8 Tanjung Marwo,,
15.04.02.2011,,,,,,9 Suka Ramai,,
15.04.02.2012,,,,,,10 Ampelu Mudo,,
15.04.02.2013,,,,,,11 Pelayangan,,
,,,,,,Benteng Rendah,,Surat Bup. No. 146/1260/BPMPD tgl 29 Mei 2015
