K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.04,KAB. BANJARNEGARA,,,20,12,266,"1.144,896","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.04.01,,,,1Susukan,-,15,,
33.04.01.2001,,,,,,1 Berta,,
33.04.01.2002,,,,,,2 Derik,,
33.04.01.2003,,,,,,3 Gumelem Wetan,,
33.04.01.2004,,,,,,4 Gumelem Kulon,,
33.04.01.2005,,,,,,5 Penarusan Wetan,,
33.04.01.2006,,,,,,6 Penarusan Kulon,,
33.04.01.2007,,,,,,7 Brengkok,,
33.04.01.2008,,,,,,8 Pekikiran,,
33.04.01.2009,,,,,,9 Piasa Wetan,,
33.04.01.2010,,,,,,10 Karangsalam,,
33.04.01.2011,,,,,,11 Kemranggon,,
33.04.01.2012,,,,,,12 Susukan,,
33.04.01.2013,,,,,,13 Dermasari,,
33.04.01.2014,,,,,,14 Kedawung,,
33.04.01.2015,,,,,,15 Karangjati,,
33.04.02,,,,2Purworeja Klampok,-,8,,
33.04.02.2001,,,,,,1 Sirkandi,,
33.04.02.2002,,,,,,2 Pagak,,
33.04.02.2003,,,,,,3 Kecitran,,
33.04.02.2004,,,,,,4 Purwareja,,
33.04.02.2005,,,,,,5 Klampok,,
33.04.02.2006,,,,,,6 Kalilandak,,
33.04.02.2007,,,,,,7 Kalimandi,,
33.04.02.2008,,,,,,8 Kaliwinasuh,,
33.04.03,,,,3Mandiraja,-,16,,
33.04.03.2001,,,,,,1 Jalatunda,,
33.04.03.2002,,,,,,2 Somawangi,,
33.04.03.2003,,,,,,3 Kaliwungu,,
33.04.03.2004,,,,,,4 Kebanaran,,
33.04.03.2005,,,,,,5 Glempang,,
33.04.03.2006,,,,,,6 Salamerta,,
33.04.03.2007,,,,,,7 Purwasaba,,
33.04.03.2008,,,,,,8 Blimbing,,
33.04.03.2009,,,,,,9 Panggisari,,
,,,,,,,,
