K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.05.06.2020,,,,,,20 Embaleh,,"Pemekaran sebagian wil Desa Empura, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2021,,,,,,21 Sebuluh,,"Pemekaran sebagian wil Desa Rasau, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2022,,,,,,22 Riam Sejawak,,"Pemekaran sebagian wil Desa Rasau, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2023,,,,,,23 Engkeruh,,"Pemekaran sebagian wil Desa Rasau, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2024,,,,,,24 Sungai Kelik,,"Pemekaran sebagian wil Desa Jasa, Perda No. 15/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2025,,,,,,25 Idai,,"Pemekaran sebagian wil Desa Nanga Bayan, Perda No. 15/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2026,,,,,,26 Sungai Mawang,,"Pemekaran sebagian wil Desa Suak Medang, Perda No. 15/2011,
Surat Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2027,,,,,,27 Ujung Kempas,,"Pemekaran sebagian wil Desa Sebadak, Perda No. 15/2011, Surat
Gub No. 140/1673/Pem-B tgl 26 Mei 2015"
61.05.06.2028,,,,,,28 Neraci Jaya,,"Pemekaran sebagian wil Desa Muakan Petinggi, Perda No. 15/2011"
61.05.06.2029,,,,,,29 Sejawak,,"Pemekaran sebagian wil Desa Nanga Sebawang, Perda No. 15/2011"
61.05.07,,,,7Dedai,-,31,,
61.05.07.2001,,,,,,1 Nanga Jetak,,
61.05.07.2002,,,,,,2 Nanga Dedai,,
61.05.07.2003,,,,,,3 Gandis,,
61.05.07.2004,,,,,,4 Sungai Mali,,
61.05.07.2005,,,,,,5 Riguk,,
61.05.07.2006,,,,,,6 Pengkadan Baru,,
61.05.07.2007,,,,,,7 Tauk,,"Perbaikan nama desa semula Taok menjadi Tauk sesuai Surat
Pernyataan Bupati Sintang No. 100/4902/Tapem tgl 25 Agustus 2022."
61.05.07.2008,,,,,,8 Empaci,,
61.05.07.2009,,,,,,9 Baras,,
61.05.07.2010,,,,,,"10 Pangkadan Sungai
Rupa",,
61.05.07.2011,,,,,,11 Kumpang,,
61.05.07.2012,,,,,,12 Mangat Baru,,
61.05.07.2013,,,,,,13 Menaong Baru,,"Perbaikan nama desa semula Manaong Baru menjadi Menaong Baru
sesuai Surat Pernyataan Bupati Sintang No. 100/4902/Tapem tgl 25
Agustus 2022."
61.05.07.2014,,,,,,14 Emparu Baru,,
61.05.07.2015,,,,,,15 Lundang Baru,,
61.05.07.2016,,,,,,16 Penyak Lalang,,
61.05.07.2017,,,,,,17 Umin Jaya,,Perda No. 8/2007
61.05.07.2018,,,,,,18 Merempit Baru,,Perda No. 8/2007
61.05.07.2019,,,,,,19 Dedai Kanan,,Perda No. 8/2007
61.05.07.2020,,,,,,20 Sungai Tapang,,Perda No. 8/2007
61.05.07.2021,,,,,,21 Gandis Hulu,,"Pemekaran sebagian wil Desa Gandis, Perda No. 16/2011, Surat Gub
No. 140/1673/Pem-B tgl 26 Mei 2015"
