K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.22,KAB. SEMARANG,,,19,27,208,"1.019,270","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.22.01,,,,1Getasan,-,13,,
33.22.01.2001,,,,,,1 Tajuk,,
33.22.01.2002,,,,,,2 Batur,,
33.22.01.2003,,,,,,3 Kopeng,,
33.22.01.2004,,,,,,4 Tolokan,,
33.22.01.2005,,,,,,5 Wates,,
33.22.01.2006,,,,,,6 Getasan,,
33.22.01.2007,,,,,,7 Sumogawe,,
33.22.01.2008,,,,,,8 Samirono,,
33.22.01.2009,,,,,,9 Jetak,,
33.22.01.2010,,,,,,10 Polobogo,,
33.22.01.2011,,,,,,11 Manggihan,,
33.22.01.2012,,,,,,12 Ngrawan,,
33.22.01.2013,,,,,,13 Nogosaren,,
33.22.02,,,,2Tengaran,-,15,,
33.22.02.2001,,,,,,1 Duren,,
33.22.02.2002,,,,,,2 Sugihan,,
33.22.02.2003,,,,,,3 Sruwen,,
33.22.02.2004,,,,,,4 Tegalrejo,,
33.22.02.2005,,,,,,5 Tengaran,,
33.22.02.2006,,,,,,6 Klero,,
33.22.02.2007,,,,,,7 Regunung,,
33.22.02.2008,,,,,,8 Cukil,,
33.22.02.2009,,,,,,9 Karangduren,,
33.22.02.2010,,,,,,10 Butuh,,
33.22.02.2011,,,,,,11 Patemon,,
33.22.02.2012,,,,,,12 Bener,,
33.22.02.2013,,,,,,13 Tegalwaton,,
33.22.02.2014,,,,,,14 Barukan,,
33.22.02.2015,,,,,,15 Nyamat,,
33.22.03,,,,3Susukan,-,13,,
33.22.03.2001,,,,,,1 Badran,,
33.22.03.2002,,,,,,2 Timpik,,
33.22.03.2003,,,,,,3 Tawang,,
33.22.03.2004,,,,,,4 Bakalrejo,,
,,,,,,,,
