NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Brang Rea,,,,,,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,52.04.17,17 Alas Barat,,,,,,8,,,
,52.04.18,18 Labuhan Badas,,,,,,7,,,
,52.04.19,19 Labangka,,,,,,5,,,
,52.04.20,20 Buer,,,,,,6,,,
,52.04.21,21 Rhee,,,,,,4,,,
,52.04.22,22 Unter Iwes,,,,,,8,,,
,52.04.23,23 Moyo Utara,,,,,,6,,,
,52.04.24,24 Maronge,,,,,,4,,,
,52.04.25,25 Tarano,,,,,,8,,,
,52.04.26,26 Lopok,,,,,,7,,,Perda No. 8/2005
,52.04.27,27 Lenangguar,,,,,,4,,,"Perda No. 9/2005, diperbaharui Perda No. 13/2007"
,52.04.28,28 Orong Telu,,,,,,4,,,Perda No.10/2005
,52.04.29,29 Lantung,,,,,,4,,,Perda No. 14/2007
,52.05,5 KAB. DOMPU,Dompu,,,8,9,72,2.282,254.190,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,52.05.01,1 Dompu,,,,,6,9,,,
,52.05.02,2 Kempo,,,,,,8,,,
,52.05.03,3 Hu'u,,,,,,8,,,
,52.05.04,4 Kilo,,,,,,6,,,
,52.05.05,5 Woja,,,,,3,11,,,
,52.05.06,6 Pekat,,,,,,12,,,
,52.05.07,7 Manggalewa,,,,,,12,,,
,52.05.08,8 Pajo,,,,,,6,,,
,52.06,6 KAB. BIMA,Woha,,,18,0,191,4.216,533.274,"Pemindahan ibukota PP No. 31/2008.
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,52.06.01,1 Monta,,,,,,14,,,
,52.06.02,2 Bolo,,,,,,14,,,
,52.06.03,3 Woha,,,,,,15,,,
,52.06.04,4 Belo,,,,,,9,,,
,52.06.05,5 Wawo,,,,,,9,,,
,52.06.06,6 Sape,,,,,,18,,,
,52.06.07,7 Wera,,,,,,14,,,
,52.06.08,8 Donggo,,,,,,9,,,
