NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,64.02.16,16 Tenggarong Seberang,,,,,,18,,,
,64.02.17,17 Marang Kayu,,,,,,11,,,
,64.02.18,18 Muara Wis,,,,,,7,,,
,64.02.19,19 Kota Bangun Darat,,,,,,10,,,"Pemekaran Sebagian wil. Kec. Kota Bangun sesuai Perda No. 5/2020
dan surat Gub No. 138/0203/B.PPOD.II tanggal 18 Januari 2021"
,64.02.20,20 Samboja Barat,,,,,9,1,,,"Pemekaran Sebagian wil. Kec. Samboja sesuai Perda No. 6 Tahun 2020
dan Surat Gub No. 138/0203/B.PPOD.II Tanggal 18 Januari 2021"
,64.03,3 KAB. BERAU,Tanjung Redeb,,,13,10,100,21.009,266.710,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.03.01,1 Kelay,,,,,,14,,,
,64.03.02,2 Talisayan,,,,,,10,,,
,64.03.03,3 Sambaliung,,,,,1,13,,,
,64.03.04,4 Segah,,,,,,13,,,
,64.03.05,5 Tanjung Redeb,,,,,6,,,,
,64.03.06,6 Gunung Tabur,,,,,1,10,,,
,64.03.07,7 Pulau Derawan,,,,,,5,,,
,64.03.08,8 Biduk-Biduk,,,,,,6,,,
,64.03.09,9 Teluk Bayur,,,,,2,4,,,
,64.03.10,10 Tabalar,,,,,,6,,,
,64.03.11,11 Maratua,,,,,,4,,,
,64.03.12,12 Batu Putih,,,,,,7,,,
,64.03.13,13 Biatan,,,,,,8,,,
,64.07,4 KAB. KUTAI BARAT,Sendawar,,,16,4,190,13.769,173.001,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.07.05,1 Long Iram,,,,,,11,,,
,64.07.06,2 Melak,,,,,2,4,,,
,64.07.07,3 Barong Tongkok,,,,,2,19,,,
,64.07.08,4 Damai,,,,,,17,,,
,64.07.09,5 Muara Lawa,,,,,,8,,,
,64.07.10,6 Muara Pahu,,,,,,12,,,
,64.07.11,7 Jempang,,,,,,12,,,
,64.07.12,8 Bongan,,,,,,16,,,
,64.07.13,9 Penyinggahan,,,,,,6,,,
,64.07.14,10 Bentian Besar,,,,,,9,,,
,64.07.15,11 Linggang Bigung,,,,,,11,,,
,64.07.16,12 Nyuatan,,,,,,10,,,
