K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94.07.05.2003,,,,,,3 Unabundoga,,
94.07.05.2004,,,,,,4 Mbamogo,,
94.07.05.2005,,,,,,5 Jenetapa Janasiga,,"Perbaikan nama desa/kampung semula Jenetapa Najasiga menjadi
Jenetapa Janasiga, sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.05.2006,,,,,,6 Soali,,
94.07.05.2007,,,,,,7 Tambage,,
94.07.05.2008,,,,,,8 Nabia,,
94.07.05.2009,,,,,,9 Danggoa,,
94.07.05.2010,,,,,,10 Kombogosiga,,
94.07.06,,,,6Hitadipa,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.07.06.2001,,,,,,1 Wabui,,
94.07.06.2002,,,,,,2 Balaimai,,"Perbaikan nama desa/kampung semula Balamai menjadi Balaimai,
sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.06.2003,,,,,,3 Janamba,,
94.07.06.2004,,,,,,4 Kulapa,,
94.07.06.2005,,,,,,5 Pugisiga,,
94.07.06.2006,,,,,,6 Hitadipa,,
94.07.06.2007,,,,,,7 Soanggama,,"Perbaikan nama desa/kampung semula Soagama menjadi Soanggama,
sesuai:
Perda Kab. Intan Jaya No.2/2014 Tentang Penetapan Nama-Nama
Kampung di Kabupaten Intan Jaya; dan
BA No. 28/TopoII/IX/2022 Tanggal 7 September 2022."
94.07.06.2008,,,,,,8 Danggomba,,
94.07.06.2009,,,,,,9 Sakumba,,
94.07.07,,,,7Ugimba,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.07.07.2001,,,,,,1 Ugimba,,
94.07.07.2002,,,,,,2 Bunaopa,,
94.07.07.2003,,,,,,3 Pigabu,,
94.07.07.2004,,,,,,4 Teteopa,,
94.07.07.2005,,,,,,5 Dukendopa,,
94.07.07.2006,,,,,,6 Nggamagae,,
94.07.08,,,,8Tomosiga,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.07.08.2001,,,,,,1 Tomosiga,,
94.07.08.2002,,,,,,2 Bigasiga,,
94.07.08.2003,,,,,,3 Dapiaga,,
,,,,,,,,
