K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.05.03.2014,,,,,,14 Lubok Beutong,,
11.05.03.2015,,,,,,15 Gleng,,
11.05.03.2016,,,,,,16 Tanoh Mirah,,
11.05.03.2017,,,,,,17 Gaseu,,
11.05.03.2018,,,,,,18 Lueng Baro,,
11.05.04,,,,4Woyla,-,43,,
11.05.04.2001,,,,,,1 Kuala Bhee,,
11.05.04.2002,,,,,,2 Pasi Lunak,,
11.05.04.2003,,,,,,3 Pasi Aceh,,
11.05.04.2004,,,,,,4 Aron Tunong,,
11.05.04.2005,,,,,,5 Aron Baroh,,
11.05.04.2006,,,,,,6 Pasi Pandan,,
11.05.04.2007,,,,,,7 Ranto Panyang,,
11.05.04.2008,,,,,,8 Geumpa Raya,,"Perbaikan nama desa semula Gempa Raya menjadi Geumpa Raya,
sesuai:
Qanun No. 5 Tahun 2015; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.05.04.2009,,,,,,9 Padang Jawa,,
11.05.04.2010,,,,,,10 Ie Itam Tunong,,
11.05.04.2011,,,,,,11 Ie Itam Baroh,,
11.05.04.2012,,,,,,12 Tingkeum Panyang,,
11.05.04.2013,,,,,,13 Lueng Teungku Yah,,
11.05.04.2014,,,,,,14 Lueng Tanoh Tho,,
11.05.04.2015,,,,,,15 Gunong Rambong,,
11.05.04.2016,,,,,,16 Drien Mangko,,
11.05.04.2017,,,,,,17 Gunong Hampa,,"Perbaikan nama desa semula Gunung Hampa menjadi Gunong Hampa,
sesuai:
Qanun No. 5 Tahun 2015; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.05.04.2018,,,,,,18 Lueng Jawa,,"Perbaikan nama desa semula Lung Jawa menjadi Lueng Jawa,
sesuai:
Qanun No. 5 Tahun 2015; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.05.04.2019,,,,,,19 Blang Mee,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.05.04.2020,,,,,,20 Alue Blang,,
11.05.04.2021,,,,,,21 Paya Dua,,
11.05.04.2022,,,,,,22 Paya Luah,,
11.05.04.2023,,,,,,23 Pasi Ara,,"Perubahan nama desa semula Pasi Ara Kuala Batee menjadi Pasi Ara,
sesuai:
Qanun No. 5 Tahun 2015; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.05.04.2024,,,,,,24 Alue Sikaya,,
,,,,,,,,
