NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,92.04.09,4 Kokoda,,,,,,16,,,
,92.04.10,5 Moswaren,,,,,,7,,,
,92.04.11,6 Seremuk,,,,,,8,,,Perda No. 23/2007
,92.04.12,7 Wayer,,,,,,8,,,Perda No. 23/2007
,92.04.14,8 Kais,,,,,,5,,,Perda No. 23/2007
,92.04.15,9 Konda,,,,,,5,,,Perda No. 23/2007
,92.04.20,10 Matemani,,,,,,6,,,Perda No. 23/2007
,92.04.21,11 Kokoda Utara,,,,,,9,,,Perda No. 23/2007
,92.04.22,12 Saifi,,,,,,9,,,Perda No. 23/2007
,92.04.24,13 Fokour,,,,,,4,,,Perda No. 23/2007
,92.04.25,14 Salkma,,,,,,5,,,Pemekaran Kec. Sawiat Perda No. 14/2011
,92.04.26,15 Kais Darat,,,,,,7,,,Pemekaran Kec. Kais Perda No. 14/2011
,92.05,5 KAB. RAJA AMPAT,Waisai,,,24,4,117,7.442,66.793,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,92.05.01,1 Misool (Misool Utara),,,,,,5,,,
,92.05.02,2 Waigeo Utara,,,,,,6,,,
,92.05.03,3 Waigeo Selatan,,,,,,5,,,
,92.05.04,4 Salawati Utara,,,,,,6,,,"Perubahan nama Kec. Samate, Perda No. 3/2006"
,92.05.05,5 Kepulauan Ayau,,,,,,5,,,
,92.05.06,6 Misool Timur,,,,,,6,,,"Perubahan nama Kec. Misool Timur Selatan, Perda No. 3/2006"
,92.05.07,7 Waigeo Barat,,,,,,5,,,
,92.05.08,8 Waigeo Timur,,,,,,4,,,
,92.05.09,9 Teluk Mayalibit,,,,,,4,,,
,92.05.10,10 Kofiau,,,,,,5,,,
,92.05.11,11 Meos Mansar,,,,,,9,,,Perda No. 3/2006
,92.05.13,12 Misool Selatan,,,,,,5,,,Perda No. 3/2006
,92.05.14,13 Warwarbomi,,,,,,4,,,Perda No. 7/2008
,92.05.15,14 Waigeo Barat Kepulauan,,,,,,6,,,Perda No. 7/2008
,92.05.16,15 Misool Barat,,,,,,5,,,Perda No. 7/2008
,92.05.17,16 Kepulauan Sembilan,,,,,,4,,,Perda No. 7/2008
,92.05.18,17 Kota Waisai,,,,,4,,,,Pemekaran Kec. Perda No. 2/2010
,92.05.19,18 Tiplol Mayalibit,,,,,,6,,,Pemekaran Kec. Perda No. 2/2010
,92.05.20,19 Batanta Utara,,,,,,4,,,Pemekaran Kec. Perda No. 2/2010
,92.05.21,20 Salawati Barat,,,,,,4,,,Pemekaran Kec. Perda No. 2/2010
,92.05.22,21 Salawati Tengah,,,,,,7,,,Pemekaran Kec. Perda No. 2/2010
