Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
81.03.40110,Pulau Mamwatuprar Tel,,"07°59'12.75"" S 131°20'37.55"" T",TBP
81.03.40111,Pulau Mang Mwarmar,,"08°01'00.99"" S 131°19'05.90"" T",
81.03.40112,Pulau Mangasar Mansaup Du,,"07°54'33.90"" S 131°22'05.79"" T",TBP
81.03.40113,Pulau Mangasar Mansaup Fat,,"07°54'33.50"" S 131°22'06.71"" T",TBP
81.03.40114,Pulau Mangasar Mansaup Sa,,"07°54'34.80"" S 131°22'05.68"" T",TBP
81.03.40115,Pulau Mangasar Mansaup Tel,,"07°54'35.10"" S 131°22'08.69"" T",TBP
81.03.40116,Pulau Mankawar Mansaup Du,,"07°54'33.40"" S 131°22'09.08"" T",TBP
81.03.40117,Pulau Mankawar Mansaup Fat,,"07°54'33.09"" S 131°22'11.16"" T",TBP
81.03.40118,Pulau Mankawar Mansaup It,,"07°54'28.80"" S 131°22'14.56"" T",TBP
81.03.40119,Pulau Mankawar Mansaup Lim,,"07°54'30.10"" S 131°22'14.31"" T",TBP
81.03.40120,Pulau Mankawar Mansaup Nem,,"07°54'29.59"" S 131°22'14.45"" T",TBP
81.03.40121,Pulau Mankawar Mansaup Sa,,"07°54'32.60"" S 131°22'07.78"" T",TBP
81.03.40122,Pulau Mankawar Mansaup Tel,,"07°54'33.00"" S 131°22'09.43"" T",TBP
81.03.40123,Pulau Mankawar Mansaup Wal,,"07°54'28.40"" S 131°22'14.27"" T",TBP
81.03.40124,Pulau Manuk,,"07°45'09.00"" S 131°01'14.99"" T",BP
81.03.40125,Pulau Maru,,"06°53'40.99"" S 131°29'10.00"" T",BP
81.03.40126,Pulau Matakus,,"08°03'52.99"" S 131°12'13.00"" T",BP
81.03.40127,Pulau Mauduarasifu,,"07°43'14.90"" S 131°06'05.00"" T",
81.03.40128,Pulau Meladawan,,"07°19'28.99"" S 131°13'50.99"" T",TBP
81.03.40129,Pulau Mesas,,"07°24'59.62"" S 131°02'20.63"" T",BP
81.03.40130,Pulau Mitak,,"07°11'43.00"" S 131°28'19.99"" T",BP
81.03.40131,Pulau Molo,,"06°43'59.00"" S 131°32'53.99"" T",BP
81.03.40132,Pulau Nanwaan,,"07°07'09.00"" S 131°26'37.00"" T",BP
81.03.40133,Pulau Natraal,,"07°25'38.46"" S 131°12'01.95"" T",TBP
81.03.40134,Pulau Nera,,"07°46'07.00"" S 131°00'20.00"" T",BP
81.03.40135,Pulau Ngafahi,,"07°13'12.38"" S 131°24'15.22"" T",
81.03.40136,Pulau Ngefatadedan,,"07°31'48.00"" S 131°08'28.00"" T",TBP
81.03.40137,Pulau Ngefatadedan,,"07°30'53.20"" S 130°59'39.70"" T",
81.03.40138,Pulau Ngolin,,"07°45'14.00"" S 130°56'56.00"" T",BP
81.03.40139,Pulau Ngurwuli,,"07°29'56.19"" S 130°59'23.03"" T",TBP
81.03.40140,Pulau Nu Kaha,,"07°04'34.00"" S 131°59'24.00"" T",BP
81.03.40141,Pulau Nu Yanat,,"08°05'11.00"" S 131°05'08.99"" T",TBP
81.03.40142,Pulau Nu Yanat Roal,,"07°24'22.84"" S 131°10'52.06"" T",TBP
81.03.40143,Pulau Nuan,,"07°39'16.99"" S 131°03'06.00"" T",TBP
81.03.40144,Pulau Nuan,,"07°55'52.90"" S 131°21'38.99"" T",
81.03.40145,Pulau Nusasw,,"07°45'16.89"" S 131°06'11.00"" T",
81.03.40146,Pulau Nuskes Marumat,,"08°00'38.46"" S 131°19'37.26"" T",
81.03.40147,Pulau Nuskes Silay,,"08°00'50.00"" S 131°19'32.99"" T",
81.03.40148,Pulau Nustabun,,"08°01'57.22"" S 131°11'33.78"" T",TBP
81.03.40149,Pulau Nustaram,,"07°29'31.75"" S 131°13'32.92"" T",
