K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.04.18.2005,,,,,,4 Panglima Raja,,"Semula wil. Kec. Kuala Indragiri, Perbaikan nama sesuai Validasi Ditjen
BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama desa tgl
28 April 2017 dan rekomendasi Ditjen Bina Pemdes No.146/3672/BPD
tgl 21 Juni 2017"
14.04.18.2006,,,,,,5 Sungaiberapit,,Semula wil. Kec. Kuala Indragiri
14.04.19,,,,19Kempas,2,10,,Perda No. 16/2005
14.04.19.2001,,,,,,1 Pekan Tua,,"Semula wil. Kec. Tempuling, Perbaikan nama sesuai Validasi Ditjen
BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama desa tgl
28 April 2017 dan rekomendasi Ditjen Bina Pemdes No.146/3672/BPD
tgl 21 Juni 2017"
14.04.19.1002,,,,,1Kempas Jaya,,,Semula wil. Kec. Tempuling
14.04.19.2003,,,,,,2 Rumbai Jaya,,"Semula wil. Kec. Tempuling, Perbaikan nama sesuai Validasi Ditjen
BPD ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama
hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2004,,,,,,3 Bayas Jaya,,"Semula wil. Kec. Tempuling, Perbaikan nama sesuai Validasi Ditjen
BPD ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama
hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2005,,,,,,4 Sungaiara,,Semula wil. Kec. Tempuling
14.04.19.2006,,,,,,5 Sungaigantang,,Semula wil. Kec. Tempuling
14.04.19.1007,,,,,2Harapan Tani,,,"Semula wil. Kec. Tempuling, Perubahan status menjadi Kel, Perda No.
3/2012"
14.04.19.2008,,,,,,6 Karya Tani,,"Semula wil. Kec. Tempuling, Perbaikan nama sesuai Validasi Ditjen
BPD ttg Data Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama
hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2009,,,,,,7 Kerta Jaya,,"Pemekaran sebagian Desa Pekan Tua, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2010,,,,,,8 Kulim Jaya,,"Pemekaran sebagian Desa Pekan Tua, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2011,,,,,,9 Danaupulai Indah,,"Pemekaran sebagian Desa Rumbai Jaya, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.19.2012,,,,,,10 Sungairabit,,"Pemekaran sebagian Desa Bayas Jaya, Perda No. 6/2011"
14.04.20,,,,20Sungai Batang,1,7,,Perda No. 16/2005
14.04.20.1001,,,,,1Benteng,,,"Semula wil. Kec. Reteh, Peningkatan status menjadi kel, Perda No.
4/2011"
14.04.20.2002,,,,,,1 Benteng Utara,,Semula wil. Kec. Reteh
14.04.20.2003,,,,,,2 Pasenggerahan,,Semula wil. Kec. Reteh
,,,,,,,,
