K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Lamahoda,,"Menjadi wil. Kec. Adonara, Perda No. 2/2006"
,,,,,,Adonara,,"Menjadi wil. Kec. Adonara, Perda No. 2/2006"
53.06.11.2019,,,,,,12 Keluwain,,Pemekaran desa Tapobali Perda No. 12/2006
53.06.12,,,,12Witihama,-,16,,
53.06.12.2001,,,,,,1 Watololong,,
53.06.12.2002,,,,,,2 Tuagoetobi,,
53.06.12.2003,,,,,,3 Weranggere,,
53.06.12.2004,,,,,,4 Oringbele,,
53.06.12.2005,,,,,,5 Watoone,,
53.06.12.2006,,,,,,6 Lamabelawa,,
53.06.12.2007,,,,,,7 Pledo,,
53.06.12.2008,,,,,,8 Lewopulo,,
53.06.12.2009,,,,,,9 Sandosi,,
53.06.12.2010,,,,,,10 Balaweling,,
53.06.12.2011,,,,,,11 Tobitika,,
53.06.12.2012,,,,,,12 Riangduli,,
53.06.12.2013,,,,,,13 Waiwuring,,
53.06.12.2014,,,,,,14 Baobage,,Pemekaran Desa Tobitika Perda No. 2/2010
53.06.12.2015,,,,,,15 Lamaleka,,Pemekaran Desa Pledo Perda No. 2/2010
53.06.12.2016,,,,,,16 Balaweling Noten,,Pemekaran Desa Balaweling Perda No. 2/2010
53.06.13,,,,13Ile Boleng,-,21,,
53.06.13.2001,,,,,,1 Bedalewun,,
53.06.13.2002,,,,,,2 Nihaone,,"Perubahan nama desa semula Lebanuba menjadi Nihaone, sesuai:
Perda Kab. Flores Timur No.12/2015; dan
Surat Rekom Pemdes No. 145/2979/BPD Tanggal 13 Juni 2022 Hal
Penyampaian Data Desa Hasil Verifikasi dan Validasi Penamaan Desa."
53.06.13.2003,,,,,,3 Lewobelolong,,"Perubahan nama desa semula Rianwale menjadi Lewobelolong,
sesuai:
Perda Kab. Flores Timur No.12/2015; dan
Surat Rekom Pemdes No. 145/2979/BPD Tanggal 13 Juni 2022 Hal
Penyampaian Data Desa Hasil Verifikasi dan Validasi Penamaan Desa."
53.06.13.2004,,,,,,4 Bungalawan,,
53.06.13.2005,,,,,,5 Lamawolo,,
53.06.13.2006,,,,,,6 Helanlangowuyo,,
53.06.13.2007,,,,,,7 Lewopao,,
53.06.13.2008,,,,,,8 Gayak,,"Perubahan nama desa semula Nelereren menjadi Gayak, sesuai:
Perda Kab. Flores Timur No.12/2015; dan
Surat Rekom Pemdes No. 145/2979/BPD Tanggal 13 Juni 2022 Hal
Penyampaian Data Desa Hasil Verifikasi dan Validasi Penamaan Desa."
53.06.13.2009,,,,,,9 Boleng,,
53.06.13.2010,,,,,,10 Neleblolong,,
53.06.13.2011,,,,,,11 Duablolong,,
,,,,,,,,
