K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74,SULAWESI TENGGARA,,,,,,,
74.11,KAB. KOLAKA TIMUR,,,12,16,117,"3.992,531","Luas wilayah berdasarkan UU No. 8 Tahun 2013.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
74.11.01,,,,1Tirawuta,2,14,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
74.11.01.2001,,,,,,1 Simbune,,
74.11.01.1002,,,,,1Rate-rate,,,
74.11.01.2003,,,,,,2 Poni-Poniki,,
74.11.01.2004,,,,,,3 Tawainalu,,
74.11.01.2005,,,,,,4 Woiha,,
74.11.01.2006,,,,,,5 Tasahea,,
74.11.01.2007,,,,,,6 Lara,,
74.11.01.2008,,,,,,7 Tumbudadio,,
74.11.01.2009,,,,,,8 Orawa,,
74.11.01.2010,,,,,,9 Lalingato,,
74.11.01.2011,,,,,,10 Tirawuta,,
74.11.01.2012,,,,,,11 Roko-roko,,Pemekaran desa Tawainalu Perda No. 26/2007
74.11.01.2013,,,,,,12 Loka,,Pemekaran desa Wolha Perda No. 26/2007
74.11.01.2014,,,,,,13 Matabondu,,"Pemekaran sebagian wil Desa Woiha Perda Kab. Kolaka No. 7/2012
dan cakupan wil Kec sesuai UU No. 8/2013"
74.11.01.2015,,,,,,14 Karemotingge,,"Pemekaran sebagian wil Desa Tawainalu Perda Kab. Kolaka No.
7/2012 dan cakupan wil Kec sesuai UU No. 8/2013"
74.11.01.1016,,,,,2Tababu,,,"Pemekaran sebagian wil Kel. Rate-rate Perda Kab. Kolaka No. 7/2012
dan cakupan wil Kec sesuai UU No. 8/2013"
74.11.02,,,,2Loea,2,7,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
74.11.02.1001,,,,,1Loea,,,Semula wil. Kec. Tirawuta
74.11.02.1002,,,,,2Simbalae,,,Semula wil. Kec. Tirawuta
74.11.02.2003,,,,,,1 Lamoare,,Semula wil. Kec. Tirawuta
74.11.02.2004,,,,,,2 Iwoikondo,,Semula wil. Kec. Tirawuta
74.11.02.2005,,,,,,3 Peatoa,,Semula wil. Kec. Tirawuta
74.11.02.2006,,,,,,4 Lalowura,,"Pemekaran desa Peatoa, Perda No. 26/2007"
74.11.02.2007,,,,,,5 Mataiwoi,,"Pemekaran Desa Lamoare, Perda No. 26/2007"
74.11.02.2008,,,,,,6 Teposua,,"Pemekaran Desa Lamoare, Perda No. 26/2007"
74.11.02.2009,,,,,,7 Tinomu,,"Pemekaran sebagian wil Kel Loea Perda Kab. Kolaka No. 7/2012 dan
cakupan wil Kec sesuai UU No. 8/2013"
74.11.03,,,,3Ladongi,4,6,,"Semula wil Kab. Kolaka, sesuai UU No. 8/2013"
74.11.03.1001,,,,,1Ladongi,,,
74.11.03.1002,,,,,2Atula,,,
74.11.03.1003,,,,,3Raa-Raa,,,
74.11.03.1004,,,,,4Welala,,,
