K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
16.10.15.2008,,,,,,8 Payalingkung,,"perubahan nama dari Payalengkang menjadi Payalingkung,PMD,perda
kab Ogan Ilir No 9 Tahun 2012, Surat Gub Sumsel No
140/2802/DPMD/I/2020 tgl 27 Oktober 2020, Surat Bup Ogan No
410/370/III/DPMD/2020 13 nov 2020,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
16.10.15.2009,,,,,,9 Betung I,,PMD
16.10.15.2010,,,,,,10 Talang Tengah Laut,,PMD
16.10.16,,,,16Payaraman,2,11,,Perda No.22/2005
16.10.16.2001,,,,,,1 Tebedak I,,Semula wil. Kec. Tanjung Batu
16.10.16.2002,,,,,,2 Lubuk Bandung,,Semula wil. Kec. Tanjung Batu
16.10.16.2003,,,,,,3 Talang Seleman,,Semula wil. Kec. Tanjung Batu
16.10.16.2004,,,,,,4 Tebedak II,,PMD
16.10.16.2005,,,,,,5 Tanjung lalang,,Semula wil. Kec. Tanjung Batu
16.10.16.2006,,,,,,6 Seri Kembang I,,Semula wil. Kec. Tanjung Batu
16.10.16.2007,,,,,,7 Rengas I,,Semula wil. Kec. Tanjung Batu
16.10.16.2008,,,,,,8 Paya Besar,,Semula wil. Kec. Tanjung Batu
16.10.16.2009,,,,,,9 Rengas II,,PMD
16.10.16.2010,,,,,,10 Seri Kembang II,,PMD
16.10.16.2011,,,,,,11 Seri Kembang III,,PMD
16.10.16.1012,,,,,1Payaraman Barat,,,Perda No. 21/2006
16.10.16.1013,,,,,2Payaraman Timur,,,Perda No. 21/2006
