K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
52.06.14.2005,,,,,,5 Oi Bura,,Perda No. 3/2006
52.06.14.2006,,,,,,6 Oi Katupa,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Kawinda Toi"
52.06.14.2007,,,,,,7 Rasabou,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Oi Panihi"
52.06.15,,,,15Soromandi,-,7,,Perda No. 2/2006
52.06.15.2001,,,,,,1 Bajo,,Perda No. 3/2006
52.06.15.2002,,,,,,2 Punti,,Perda No. 3/2006
52.06.15.2003,,,,,,3 Wadukopa,,Perda No. 3/2006
52.06.15.2004,,,,,,4 Kanata,,Perda No. 3/2006
52.06.15.2005,,,,,,5 Sai,,Perda No. 3/2006
52.06.15.2006,,,,,,6 Sampungu,,Perda No. 3/2006
52.06.15.2007,,,,,,7 Lewintana,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Bajo"
52.06.16,,,,16Parado,-,5,,Perda No. 2/2006
52.06.16.2001,,,,,,1 Parado Wane,,Perda No. 3/2006
52.06.16.2002,,,,,,2 Parado Rato,,Perda No. 3/2006
52.06.16.2003,,,,,,3 Kuta,,Perda No. 3/2006
52.06.16.2004,,,,,,4 Kanca,,Perda No. 3/2006
52.06.16.2005,,,,,,5 Lere,,Perda No. 3/2006
52.06.17,,,,17Lambitu,-,6,,Perda No. 2/2006
52.06.17.2001,,,,,,1 Kabaro,,Perda No. 3/2006
52.06.17.2002,,,,,,2 Kuta,,Perda No. 3/2006
52.06.17.2003,,,,,,3 Sambori,,Perda No. 3/2006
52.06.17.2004,,,,,,4 Teta,,Perda No. 3/2006
52.06.17.2005,,,,,,5 Ka'owa,,Perda No. 3/2006
52.06.17.2006,,,,,,6 Londu,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Teta"
52.06.18,,,,18Palibelo,-,12,,Perda No. 2/2006
52.06.18.2001,,,,,,1 Panda,,Perda No. 3/2006
52.06.18.2002,,,,,,2 Belo,,Perda No. 3/2006
52.06.18.2003,,,,,,3 Tolongondoa,,Perda No. 3/2006
52.06.18.2004,,,,,,4 Tonggorisa,,Perda No. 3/2006
52.06.18.2005,,,,,,5 Teke,,Perda No. 3/2006
52.06.18.2006,,,,,,6 Ntonggu,,Perda No. 3/2006
52.06.18.2007,,,,,,7 Nata,,Perda No. 3/2006
52.06.18.2008,,,,,,8 Dore,,Perda No. 3/2006
52.06.18.2009,,,,,,9 Roi,,Perda No. 3/2006
,,,,,,Doiei,,
52.06.18.2011,,,,,,10 Ragi,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Tonggorisa"
52.06.18.2012,,,,,,11 Padolo,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Belo"
52.06.18.2013,,,,,,12 Bre,,"Perda No. 2/2012, Pemekaran dari sebagian wil. Desa Belo"
