K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Sa'dan Ballo pasange,,
,,,,,Sa'dan Matalo,,,
,,,,,,Palangi,,Menjadi wil. Kec. Balusu
,,,,,Tagari,,,Menjadi wil. Kec. Balusu
,,,,,,Balusu Ao Gading,,Menjadi wil. Kec. Balusu
,,,,,,Sa'dan Pebulian,,
,,,,,,Sangkaropi',,
,,,,,,Sa'dan Tiro Alo,,
,,,,,,Sa'dan Andulan,,
,,,,,,Sa'dan Pesondongan,,
,,,,,,"Sa'dan Luku
Lambe'na",,
,,,,Rantepao,,,,"Menjadi wil. Kab. Toraja Utara, UU. No. 28/2008"
,,,,,Talunglipu Matalo,,,Menjadi wil. Kec. Talunglipu
,,,,,Laang Tanduk,,,
,,,,,Talllunglipu,,,Menjadi wil. Kec. Tallunglipu
,,,,,Tikala,,,Menjadi wil. Kec. Tikala
,,,,,Rantepao,,,
,,,,,Buntu Barana,,,Menjadi wil. Kec. Tikala
,,,,,Mentirotiku,,,
,,,,,Malango',,,
,,,,,Pasele,,,
,,,,,Singki',,,
,,,,,Karassik,,,
,,,,,Penanian,,,
,,,,,Rante Pasele,,,
,,,,,Tampo Tallunglipu,,,Menjadi wil. Kec. Tallunglipu
,,,,,Tagari Tallunglipu,,,Menjadi wil. Kec. Tallunglipu
,,,,,,Limbong,,
,,,,,,Saloso,,
,,,,Tondon,,,,"Menjadi wil. Kab. Toraja Utara, UU. No. 28/2008"
,,,,,,Tondon Langi,,Semula wil. Kec. Nanggala
,,,,,,Tondon,,Semula wil. Kec. Nanggala
,,,,,,Tondon Sibata,,Semula wil. Kec. Nanggala
,,,,,,Tondon Matalo,,Semula wil. Kec. Nanggala
,,,,Rantebua,,,,"Menjadi wil. Kab. Toraja Utara, UU. No. 28/2008"
,,,,,,Rantebua,,Semula wil. Kec. Buanto
,,,,,Bokin,,,Semula wil. Kec. Buanto
,,,,,,Pitung Penanian,,Semula wil. Kec. Buanto
,,,,,,Makuan Pare,,
,,,,,,,,
