K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.09.01.2017,,,,,,12 Rantau Sialang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.01.2018,,,,,,13 Luai,,
14.09.01.2019,,,,,,14 Banjar Guntung,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.01.2020,,,,,,15 Bukitpedusunan,,
14.09.01.2021,,,,,,16 Saik,,
14.09.01.2022,,,,,,17 Pebaun Hulu,,
14.09.01.2023,,,,,,18 Pebaun Hilir,,
14.09.01.2024,,,,,,19 Kinali,,
14.09.01.2025,,,,,,20 Bukit Kauman,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.01.2026,,,,,,21 Aur Duri,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.01.2027,,,,,,22 Sungaimanau,,
,,,,,,Perhentian Sungkai,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
,,,,,,Setiang,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
14.09.01.2030,,,,,,23 Muaro Tombang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Sungaibesar Hilir,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
,,,,,,Kampung Baru Ibul,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
,,,,,,Muaro Tiu Makmur,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
,,,,,,Muaratobek,,"Menjadi wil Kec. Pucuk Rantau, Perda No. 24/2012"
14.09.02,,,,2Kuantan Tengah,3,20,,
14.09.02.2001,,,,,,1 Bandar Alai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.02.2002,,,,,,2 Pulaukedundung,,
14.09.02.2003,,,,,,3 Pulauaro,,
14.09.02.2004,,,,,,4 Seberang Taluk,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
