K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.04.29.2010,,,,,,10 Hilimborodano,,"Pemekaran sebagian Desa Somolo-Molo, Perda No. 2/2012.
Perbaikan nama desa semula Hiliborodano menjadi Hilimborodano,
sesuai:
Perda No. 5 Tahun 2005; dan
Surat Bupati Kab. Nias No. 140/1371/DPMD/2021 tgl 16 Agustus 2021."
12.04.29.2011,,,,,,11 So'ewali,,"Pemekaran sebagian Desa Sisaratandrawa, Perda No. 2/2012"
,,,,Sawo,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Utara, UU No. 45/2008"
,,,,,,Seriwa'u,,
,,,,,,Ombolata Sawo,,
,,,,,,Sanawuyu,,
,,,,,,Onozitoli Sawo,,
,,,,,,Sifahandro,,
,,,,,,Sisarahili Tlk Siabang,,
,,,,,,Lasara Sowu,,
,,,,,,Sawo,,
,,,,,,Hiliduruwa,,
,,,,,,Teluk Bengkuang,,
,,,,Lahomi/ Gahori,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Barat, UU No. 46/2008"
,,,,,,Sisobaoho,,Semula wil. Kec. Sirombu
,,,,,,Bawa Zamaiwo,,Semula wil. Kec. Sirombu
,,,,,,Sitolu Banua,,Semula wil. Kec. Sirombu
,,,,,,Lologundre,,Semula wil. Kec. Sirombu
,,,,,,Iraonogaila,,Semula wil. Kec. Sirombu
,,,,,,Tiga Serangkai,,Semula wil. Kec. Sirombu
,,,,,,Onowaembo,,Semula wil. Kec. Sirombu
,,,,,,Onolimbu,,Semula wil. Kec. Sirombu
,,,,,,Haliadulo,,Semula wil. Kec. Sirombu
,,,,,,Sisobambowo,,Semula wil. Kec. Sirombu
,,,,,,"Lolowa""u",,Semula wil. Kec. Sirombu
,,,,Sitolu Ori,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Utara, UU No. 45/2008"
,,,,,,Tetehosi Maziaya,,Semula wil. Kec. Tuhemberua
,,,,,,Umbubalodano,,Semula wil. Kec. Tuhemberua
,,,,,,Hilimbosi,,Semula wil. Kec. Tuhemberua
,,,,,,Hilisalo'o,,Semula wil. Kec. Tuhemberua
,,,,,,Fulolo Salo'o,,Semula wil. Kec. Tuhemberua
,,,,,,Botombawo,,Semula wil. Kec. Lotu
,,,,Tugala Oyo,,,,"Perda No. 4/2008, Menjadi wil. Kab. Nias Utara, UU No. 45/2008"
,,,,,,Te'olo,,Semula wil. Kec. Alasa
,,,,,,Siwawo,,Semula wil. Kec. Alasa
,,,,,,Fabaliwa Oyo,,Semula wil. Kec. Alasa
,,,,,,Ononazara,,Semula wil. Kec. Alasa
