NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.07.08,8 Wajak,,,,,,13,,,
,35.07.09,9 Turen,,,,,2,15,,,
,35.07.10,10 Gondanglegi,,,,,,14,,,
,35.07.11,11 Kalipare,,,,,,9,,,
,35.07.12,12 Sumberpucung,,,,,,7,,,
,35.07.13,13 Kepanjen,,,,,4,14,,,
,35.07.14,14 Bululawang,,,,,,14,,,
,35.07.15,15 Tajinan,,,,,,12,,,
,35.07.16,16 Tumpang,,,,,,15,,,
,35.07.17,17 Jabung,,,,,,15,,,
,35.07.18,18 Pakis,,,,,,15,,,
,35.07.19,19 Pakisaji,,,,,,12,,,
,35.07.20,20 Ngajum,,,,,,9,,,"perbaikan nama, Perbub no 35/2015,Surat Sekda kab malang no
100/2892/35.07.011/2021 tgl 6 april 2021"
,35.07.21,21 Wagir,,,,,,12,,,
,35.07.22,22 Dau,,,,,,10,,,
,35.07.23,23 Karangploso,,,,,,9,,,"perbaikan nama dari Karang Ploso menjadi Karangploso, Surat Sekda
kab malang no 100/2892/35.07.011/2021 tgl 6 april 2021"
,35.07.24,24 Singosari,,,,,3,14,,,
,35.07.25,25 Lawang,,,,,2,10,,,
,35.07.26,26 Pujon,,,,,,10,,,
,35.07.27,27 Ngantang,,,,,,13,,,
,35.07.28,28 Kasembon,,,,,,6,,,
,35.07.29,29 Gedangan,,,,,,8,,,
,35.07.30,30 Tirtoyudo,,,,,,13,,,
,35.07.31,31 Kromengan,,,,,,7,,,
,35.07.32,32 Wonosari,,,,,,8,,,
,35.07.33,33 Pagelaran,,,,,,10,,,
,35.08,8 KAB. LUMAJANG,Lumajang,,,21,7,198,1.797,1.093.612,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.08.01,1 Tempursari,,,,,,7,,,
,35.08.02,2 Pronojiwo,,,,,,6,,,
,35.08.03,3 Candipuro,,,,,,10,,,
,35.08.04,4 Pasirian,,,,,,11,,,
,35.08.05,5 Tempeh,,,,,,13,,,
