K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.14.12.2004,,,,,,4 Babakancikao,,
32.14.12.2005,,,,,,5 Kadumekar,,
32.14.12.2006,,,,,,6 Maracang,,"Surat Bupati No 140/4377/DKPS tgl 26 Des 2019 hal permohonan
revisi nomenklatur desa dan kel di kab Purwakarta"
32.14.12.2007,,,,,,7 Ciwareng,,
32.14.12.2008,,,,,,8 Mulyamekar,,
32.14.12.2009,,,,,,9 Cigelam,,
32.14.13,,,,13Bungursari,-,10,,
32.14.13.2001,,,,,,1 Ciwangi,,
32.14.13.2002,,,,,,2 Cibening,,
32.14.13.2003,,,,,,3 Bungursari,,
32.14.13.2004,,,,,,4 Dangdeur,,
32.14.13.2005,,,,,,5 Cibungur,,
32.14.13.2006,,,,,,6 Wanakerta,,
32.14.13.2007,,,,,,7 Cinangka,,
32.14.13.2008,,,,,,8 Cikopo,,
32.14.13.2009,,,,,,9 Cibodas,,
32.14.13.2010,,,,,,10 Karangmukti,,
32.14.14,,,,14Cibatu,-,10,,
32.14.14.2001,,,,,,1 Cibatu,,
32.14.14.2002,,,,,,2 Cilandak,,
32.14.14.2003,,,,,,3 Karyamekar,,
32.14.14.2004,,,,,,4 Cipinang,,
32.14.14.2005,,,,,,5 Ciparungsari,,
32.14.14.2006,,,,,,6 Cirangkong,,
32.14.14.2007,,,,,,7 Cikadu,,
32.14.14.2008,,,,,,8 Cibukamanah,,
32.14.14.2009,,,,,,9 Wanawali,,
32.14.14.2010,,,,,,10 Cipancur,,
32.14.15,,,,15Sukasari,-,5,,
32.14.15.2001,,,,,,1 Kutamanah,,
32.14.15.2002,,,,,,2 Kertamanah,,
32.14.15.2003,,,,,,3 Ciririp,,
32.14.15.2004,,,,,,4 Sukasari,,
32.14.15.2005,,,,,,5 Parungbanteng,,
32.14.16,,,,16Pondoksalam,-,11,,
32.14.16.2001,,,,,,1 Parakansalam,,
32.14.16.2002,,,,,,2 Pondokbungur,,
32.14.16.2003,,,,,,3 Salem,,
32.14.16.2004,,,,,,4 Galudra,,
,,,,,,,,
