Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.29.40031,Pulau Karenteng,,"06°57'32.92"" S 115°23'29.76"" T",TBP
35.29.40032,Pulau Kembanglendur,,"07°07'25.89"" S 114°46'23.09"" T",TBP
35.29.40033,Pulau Keranjang,,"06°55'38.76"" S 115°24'19.61"" T",TBP
35.29.40034,Pulau Komirian,,"07°05'18.56"" S 115°11'50.44"" T",BP
35.29.40035,Pulau Kunyit,,"06°56'54.93"" S 115°30'54.97"" T",TBP
35.29.40036,Pulau Maegangan,,"06°40'18.94"" S 115°38'08.72"" T",TBP
35.29.40037,Pulau Malang,,"06°57'26.59"" S 115°31'19.57"" T",TBP
35.29.40038,Pulau Malelangan,,"06°57'01.04"" S 115°30'26.09"" T",TBP
35.29.40039,Pulau Mamburit,,"06°50'35.56"" S 115°13'08.44"" T",BP
35.29.40040,Pulau Manok,,"06°59'40.56"" S 114°29'30.44"" T",BP
35.29.40041,Pulau Masakambing,,"05°26'48.57"" S 114°25'29.44"" T",BP
35.29.40042,Pulau Masalembu,,"05°33'34.61"" S 114°25'37.86"" T",BP
35.29.40043,Pulau Meongan,,"06°43'10.27"" S 115°39'20.25"" T",TBP
35.29.40044,Pulau Moronan,,"06°56'52.49"" S 115°27'38.48"" T",TBP
35.29.40045,Pulau Nyampur,,"06°36'24.66"" S 115°30'46.04"" T",TBP
35.29.40046,Pulau Pagerungan Besar,,"06°57'24.56"" S 115°55'05.37"" T",BP
35.29.40047,Pulau Pagerungan Kecil,,"06°57'04.56"" S 115°52'33.44"" T",BP
35.29.40048,Pulau Paliat,,"06°58'39.35"" S 115°37'07.99"" T",BP
35.29.40049,Pulau Pangapos,,"06°56'40.97"" S 115°28'38.81"" T",TBP
35.29.40050,Pulau Pangapos Raje,,"06°56'08.11"" S 115°21'33.99"" T",TBP
35.29.40051,Pulau Pangas,,"07°07'01.71"" S 115°45'36.61"" T",TBP
35.29.40052,Pulau Pasirputih,,"07°14'30.35"" S 113°41'52.10"" T",TBP
35.29.40053,Pulau Payangan,,"06°58'20.90"" S 114°25'53.73"" T",TBP
35.29.40054,Pulau Peang Langka,,"06°58'04.39"" S 115°19'24.53"" T",TBP
35.29.40055,Pulau Pindana,,"07°07'11.72"" S 115°46'03.41"" T",TBP
35.29.40056,Pulau Piropok,,"07°00'35.30"" S 115°41'28.83"" T",TBP
35.29.40057,Pulau Poteran,,"07°05'26.56"" S 114°00'36.44"" T",BP
35.29.40058,Pulau Pukding,,"06°56'40.74"" S 115°21'51.91"" T",TBP
35.29.40059,Pulau Ra'As,,"07°08'10.19"" S 114°32'51.32"" T",BP
35.29.40060,Pulau Sabiteng,,"06°57'22.94"" S 115°30'00.57"" T",TBP
35.29.40061,Pulau Sabunten,,"07°00'50.56"" S 115°31'30.38"" T",BP
35.29.40062,Pulau Sadulang Besar,,"06°57'15.62"" S 115°47'19.87"" T",BP
35.29.40063,Pulau Sadulang Kecil,,"06°58'22.56"" S 115°45'17.44"" T",BP
35.29.40064,Pulau Saebus,,"07°04'01.56"" S 115°41'54.44"" T",BP
35.29.40065,Pulau Sagentoh,,"06°39'14.28"" S 115°44'14.02"" T",TBP
35.29.40066,Pulau Sakala,,"06°56'29.56"" S 116°15'09.44"" T",BP
35.29.40067,Pulau Saketek,,"06°56'14.88"" S 115°23'07.65"" T",TBP
35.29.40068,Pulau Sako,,"06°58'00.61"" S 115°33'17.14"" T",TBP
35.29.40069,Pulau Sakobing,,"06°58'37.40"" S 115°15'19.68"" T",TBP
35.29.40070,Pulau Sakotok,,"06°55'46.21"" S 115°22'22.75"" T",TBP
