K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18.08.10.2021,,,,,,21 Labuhan Jaya,,"Pemekaran sebagian Desa Gununglabuhan dan Desa Way Tuba,
Perda No. 3/2012"
18.08.11,,,,11Negara Batin,-,15,,
18.08.11.2001,,,,,,1 Negara Batin,,
18.08.11.2002,,,,,,2 Purwa Agung,,
18.08.11.2003,,,,,,3 Purwa Negara,,
18.08.11.2004,,,,,,4 Setia Negara,,
18.08.11.2005,,,,,,5 Sri Mulyo,,
18.08.11.2006,,,,,,6 Sri Menanti,,
18.08.11.2007,,,,,,7 Karta Jaya,,
18.08.11.2008,,,,,,8 Gisting Jaya,,
18.08.11.2009,,,,,,9 Marga Jaya,,
18.08.11.2010,,,,,,10 Bumi Jaya,,
18.08.11.2011,,,,,,11 Gedung Jaya,,
18.08.11.2012,,,,,,12 Adi Jaya,,
18.08.11.2013,,,,,,13 Sari Jaya,,
18.08.11.2014,,,,,,14 Negara Mulya,,Perda No. 4/2007
18.08.11.2015,,,,,,15 Kota Jawa,,"Pemekaran sebagian Desa Negara Batin, Perda No. 3/2012"
18.08.12,,,,12Negeri Besar,-,13,,
18.08.12.2001,,,,,,1 Negeri Besar,,
18.08.12.2002,,,,,,2 Kiling-kiling,,
18.08.12.2003,,,,,,3 Kali Awi,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016.
perbaikan nama Kaliawi menjadi Kali awi sesuai surat Bupati Way
Kanan No. 146.4/424/IV.13-WK/2020 tanggal 20 Mei 2020."
18.08.12.2004,,,,,,4 Tiuh Baru,,
18.08.12.2005,,,,,,5 Bima Sakti,,
18.08.12.2006,,,,,,6 Tegal Mukti,,
18.08.12.2007,,,,,,7 Negara Jaya,,
18.08.12.2008,,,,,,8 Pagar Iman,,
18.08.12.2009,,,,,,9 Sri Basuki,,
18.08.12.2010,,,,,,10 Kali Awi Indah,,"Perda No. 6/2006. Koreksi nama, ND Rekom No 140/4495/BPD tanggal
29 Juni 2016.
perbaikan nama dari Kaliawi Indah Menjadi Kali Awi Indah sesuai surat
Bupati Way Kanan No. 146.4/424/IV.13-WK/2020 tanggal 20 Mei 2020."
18.08.12.2011,,,,,,11 Negeri Jaya,,"Pemekaran sebagian Desa Negara Jaya, Perda No. 3/2012"
18.08.12.2012,,,,,,12 Tanjung Mas,,"Pemekaran sebagian Desa Kiling-Kiling, Perda No. 3/2012.
perbaikan nama Tanjungmas menjadi Tanjung Mas sesuai surat Bupati
Way Kanan No. 146.4/424/IV.13-WK/2020 tanggal 20 Mei 2020."
18.08.12.2013,,,,,,13 Negeri Kasih,,"Pemekaran sebagian Desa Negeri Besar, Perda No. 3/2012"
18.08.13,,,,13Buay Bahuga,-,9,,Perda No. 2/2005
18.08.13.2001,,,,,,1 Bumiharjo,,"Semula wil. Kec. Bahuga, perbaikan nama dari Bumi Harjo menjadi
Bumiharjo sesuai surat Bupati Way Kanan No.
146.4/424/IV.13-WK/2020 tanggal 20 Mei 2020."
