K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.10.13.2006,,,,,,5 Sri Kayu,,"Semula wil. Kec. Baharu, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.10.13.2007,,,,,,6 Pea Jambu,,PMD
11.10.14,,,,10Kuala Baru,-,4,,Qanun No.3/2004
11.10.14.2001,,,,,,1 Kuala Baru Laut,,"Semula wil. Kec. Singkil, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.10.14.2002,,,,,,2 Kuala Baru Sungai,,"Semula wil. Kec. Singkil, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.10.14.2003,,,,,,3 Suka Jaya,,Semula wil. Kec. Singkil
11.10.14.2004,,,,,,4 Kayu Menang,,Semula wil. Kec. Singkil
,,,,Longkib,,,,"Qanun No.3/2004, Menjadi wil. Kota Subulussalam, UU No. 8 /2007"
,,,,,,Panji,,
,,,,,,Sepang,,
,,,,,,Sikerabang,,
,,,,,,Longkib,,
,,,,,,Lae Saga,,
,,,,,,Bukit Alim,,
,,,,,,Darul Aman Ginasing,,
,,,,,,Bangun Sari,,
,,,,,,Rantau Panjang,,
11.10.16,,,,11Pulau Banyak Barat,-,4,,Pemekaran Kec. Pulau Banyak Perda No. 2/2010
11.10.16.2001,,,,,,1 Haloban,,Semula wil Kec. Pulau Banyak Perda No. 2/2010
11.10.16.2002,,,,,,2 Asantola,,"Semula wil Kec. Pulau Banyak Perda No. 2/2010, Perbaikan nama
sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan
Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.10.16.2003,,,,,,3 Ujung Sialit,,Semula wil Kec. Pulau Banyak Perda No. 2/2010
11.10.16.2004,,,,,,4 Suka Makmur,,Semula wil Kec. Pulau Banyak Perda No. 2/2010
