K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.14.12.2013,,,,,,13 Winong,,
35.14.12.2014,,,,,,14 Legok,,
35.14.12.2015,,,,,,15 Gempol,,
35.14.13,,,,13Beji,2,12,,
35.14.13.2001,,,,,,1 Baujeng,,
35.14.13.2002,,,,,,2 Ngembe,,
35.14.13.2003,,,,,,3 Kenep,,
35.14.13.2004,,,,,,4 Sidowayah,,
35.14.13.2005,,,,,,5 Gajahbendo,,"Semula Gajahbendo. Koreksi nama ' Gajahrejo' Srt Ditjen Pemdes No
140/5118/bpd tgl 18 juli 2019 ttg Dafrar Perbaikan Redaksional Nama
Desa Th 2019"
35.14.13.2006,,,,,,6 Gunung Gangsir,,
35.14.13.2007,,,,,,7 Wonokoyo,,
35.14.13.2008,,,,,,8 Gunungsari,,
35.14.13.2009,,,,,,9 Cangkringmalang,,
35.14.13.2010,,,,,,10 Kedungringin,,
35.14.13.2011,,,,,,11 Kedungboto,,
35.14.13.2012,,,,,,12 Beji,,
35.14.13.1013,,,,,1Glanggang,,,
35.14.13.1014,,,,,2Pagak,,,
35.14.14,,,,14Bangil,11,4,,
35.14.14.1001,,,,,1Kolursari,,,
35.14.14.1002,,,,,2Kiduldalem,,,
35.14.14.1003,,,,,3Pogar,,,
35.14.14.1004,,,,,4Kauman,,,
35.14.14.1005,,,,,5Bendomungal,,,
35.14.14.1006,,,,,6Kersikan,,,
35.14.14.1007,,,,,7Gempeng,,,
35.14.14.1008,,,,,8Dermo,,,
35.14.14.1009,,,,,9Latek,,,
35.14.14.2010,,,,,,1 Masangan,,
35.14.14.2011,,,,,,2 Raci,,
35.14.14.1012,,,,,10Kalianyar,,,
35.14.14.2013,,,,,,3 Manaruwi,,
35.14.14.1014,,,,,11Kalirejo,,,
35.14.14.2015,,,,,,4 Tambakan,,
35.14.15,,,,15Rembang,-,17,,
35.14.15.2001,,,,,,1 Kalisat,,
35.14.15.2002,,,,,,2 Tampung,,
35.14.15.2003,,,,,,3 Pajaran,,
,,,,,,,,
