NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8","94.01
94.02
94.03
94.04
94.05
94.06
94.07
94.08","KAB. NABIRE
KAB. PUNCAK JAYA
KAB. PANIAI
KAB. MIMIKA
KAB. PUNCAK
KAB. DOGIYAI
KAB. INTAN JAYA
KAB. DEIYAI","15
26
24
18
25
10
8
5","9
3
5
19
0
0
0
0","72
302
216
133
206
79
97
67","11.806,088
5.986,190
5.306,871
18.298,948
7.701,031
3.792,928
5.334,445
2.846,412","173.291
219.249
122.124
312.255
176.561
115.380
136.365
91.460","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW & PGP, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3
Oktober 2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022"
,,JUMLAH,131,36,1.172,"61.072,913",1.346.685,
