K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
76,SULAWESI BARAT,,,,,,,
76.03,KAB. MAMASA,,,17,13,168,"3.015,945","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
76.03.01,,,,1Mambi,2,11,,
76.03.01.1001,,,,,1Mambi,,,
76.03.01.1002,,,,,2Talipukki,,,
,,,,,,Mehaloan,,Menjadi Wil Kec Mehalaan Perda No. 6/2009
76.03.01.2004,,,,,,1 Rantebulahan,,
,,,,,,Bambang,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
,,,,,,Rantelemo,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
,,,,,,Salumokanan,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
76.03.01.2008,,,,,,2 Sondonglayu,,
,,,,,,Salundengen,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
,,,,,,Ulumambi,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
,,,,,,Bambang Timur,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
,,,,,,Leko,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
,,,,,,Botteng,,Menjadi Wil Kec Mehalaan Perda No. 6/2009
,,,,,,Salukonta,,Menjadi Wil Kec Mehalaan Perda No. 6/2009
,,,,,,Minanga,,"Menjadi wil. Kec. Bambang, Perda No. 7/2004"
76.03.01.2016,,,,,,3 Salubanua,,
76.03.01.2017,,,,,,4 Tapalina,,
,,,,,,Buangin,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
76.03.01.2019,,,,,,5 Sendana,,Perda No. 7/2004
,,,,,,Salumokanan Barat,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
,,,,,,Salumokanan Utara,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
,,,,,,Bambang Buda,,"Menjadi wil. Kec. Rantebulahan Timur, Perda No. 1/2006"
,,,,,,Mesakada,,Menjadi Wil Kec Mehalaan Perda No. 6/2009
76.03.01.2024,,,,,,6 Pamosean,,Perda No. 7/2004
76.03.01.2025,,,,,,7 Selumaka,,Perda No. 7/2004
76.03.01.2026,,,,,,8 Bujung Manurung,,Perda No. 7/2004
76.03.01.2027,,,,,,9 Salu Alo,,"Perda No. 8/2003, Pemekaran sebagian wil Desa Rantebulahan Perda
No. 1/2013"
,,,,,,Tanete Tomba,,
76.03.01.2029,,,,,,10 Indobanua,,Pemekaran sebagian wil Desa Pamosean Perda No. 1/2013
76.03.01.2030,,,,,,11 Saludurian,,Pemekaran sebagian wil Desa Rantebulahan Perda No. 1/2013
76.03.02,,,,2Aralle,1,11,,
76.03.02.1001,,,,,1Aralle,,,
,,,,,,Buntumalangka,,Menjadi wil Kec. Buntumalangka Perda No. 6/2009
,,,,,,,,
