NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXVI,72,SULAWESI TENGAH,,12,1,175,175,1842,61.606,3.074.958,
,72.01,1 KAB. BANGGAI,Luwuk,,,23,46,291,8.253,370.362,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.01.01,1 Batui,,,,,7,6,,,
,72.01.02,2 Bunta,,,,,4,18,,,
,72.01.03,3 Kintom,,,,,3,11,,,
,72.01.04,4 Luwuk,,,,,8,2,,,
,72.01.05,5 Lamala,,,,,,12,,,
,72.01.06,6 Balantak,,,,,3,10,,,
,72.01.07,7 Pagimana,,,,,3,30,,,
,72.01.08,8 Bualemo,,,,,,20,,,
,72.01.09,9 Toili,,,,,1,24,,,
,72.01.10,10 Masama,,,,,,14,,,
,72.01.11,11 Luwuk Timur,,,,,,13,,,
,72.01.12,12 Toili Barat,,,,,,17,,,
,72.01.13,13 Nuhon,,,,,,20,,,Perda No. 3/2004
,72.01.14,14 Moilong,,,,,,16,,,Pemekaran sebagian wil Kec. Toili Perda No. 21/2009
,72.01.15,15 Batui Selatan,,,,,,10,,,Pemekaran sebagian wil Kec. Batui Perda No. 21/2009
,72.01.16,16 Lobu,,,,,,10,,,Pemekaran sebagian wil Kec. Pagimana Perda No. 21/2009
,72.01.17,17 Simpang Raya,,,,,,12,,,Pemekaran sebagian wil Kec. Bunta Perda No. 21/2009
,72.01.18,18 Balantak Selatan,,,,,,11,,,Pemekaran sebagian wil Kec. Balantak Perda No. 21/2009
,72.01.19,19 Balantak Utara,,,,,,10,,,Pemekaran sebagian wil Kec. Balantak Perda No. 3/2012
,72.01.20,20 Luwuk Selatan,,,,,9,1,,,Pemekaran sebagian wil Kec. Luwuk Perda No. 3/2012
,72.01.21,21 Luwuk Utara,,,,,2,9,,,Pemekaran sebagian wil Kec. Luwuk Perda No. 3/2012
,72.01.22,22 Mantoh,,,,,,10,,,Pemekaran sebagian wil Kec. Lamala Perda No. 3/2012
,72.01.23,23 Nambo,,,,,6,5,,,Pemekaran sebagian wil Kec. Kintom Perda No. 3/2012
,72.02,2 KAB. POSO,Poso,,,19,28,142,7.546,249.399,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.02.01,1 Poso Kota,,,,,7,,,,
,72.02.02,2 Poso Pesisir,,,,,3,13,,,
,72.02.03,3 Lage,,,,,,16,,,
,72.02.04,4 Pamona Puselemba,,,,,3,8,,,Perubahan nama Kec. Perda No. 2/2010
,72.02.05,5 Pamona Timur,,,,,,13,,,
