Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.25.40006,Pulau Gili Noko,,"05°52'17.06"" S 112°42'17.77"" T",TBP
35.25.40007,Pulau Karangbila,,"05°42'52.61"" S 112°41'42.53"" T",TBP
35.25.40008,Pulau Manukan,,"05°48'09.72"" S 112°46'40.84"" T",TBP
35.25.40009,Pulau Noko,,"05°51'29.73"" S 112°41'22.37"" T",TBP
35.25.40010,Pulau Noko,,"05°48'45.10"" S 112°46'05.17"" T",TBP
35.25.40011,Pulau Nusa,,"05°44'15.87"" S 112°36'23.73"" T",TBP
35.25.40012,Pulau Selayar,,"05°51'51.57"" S 112°41'14.44"" T",TBP
35.27,KAB. SAMPANG,1,,
35.27.40001,Pulau Mandangin,,"07°18'42.48"" S 113°12'48.03"" T",BP
35.29,KAB. SUMENEP,119,,
35.29.40001,Pulau Airbatu,,"07°01'08.65"" S 115°32'45.36"" T",TBP
35.29.40002,Pulau Aloan,,"06°37'57.74"" S 115°42'51.88"" T",TBP
35.29.40003,Pulau Araan,,"06°29'09.56"" S 115°44'59.44"" T",TBP
35.29.40004,Pulau Bangkau,,"07°01'26.56"" S 115°41'41.44"" T",TBP
35.29.40005,Pulau Bujareng,,"06°55'19.58"" S 115°12'28.11"" T",TBP
35.29.40006,Pulau Bungin Tengah,,"06°57'53.23"" S 115°15'17.90"" T",TBP
35.29.40007,Pulau Bunginyarat,,"06°57'52.09"" S 115°29'54.37"" T",TBP
35.29.40008,Pulau Bunteng,,"06°57'28.91"" S 115°30'21.26"" T",TBP
35.29.40009,Pulau Cibbao,,"06°52'22.28"" S 115°14'22.61"" T",TBP
35.29.40010,Pulau Cungcung,,"07°00'04.74"" S 115°36'13.26"" T",TBP
35.29.40011,Pulau Dandangdangdang,,"07°09'05.88"" S 115°50'25.50"" T",TBP
35.29.40012,Pulau Dukoh Besar,,"07°03'07.88"" S 115°35'53.63"" T",TBP
35.29.40013,Pulau Dukuh Kecil,,"07°03'15.15"" S 115°35'38.02"" T",TBP
35.29.40014,Pulau Giliduak,,"07°15'02.72"" S 113°43'33.34"" T",TBP
35.29.40015,Pulau Giligenting,,"07°11'42.22"" S 113°54'31.37"" T",BP
35.29.40016,Pulau Giligili,,"06°52'26.00"" S 115°14'12.04"" T",TBP
35.29.40017,Pulau Gililawak,,"07°12'13.30"" S 114°02'45.79"" T",BP
35.29.40018,Pulau Gilingan,,"07°15'00.96"" S 113°39'56.53"" T",BP
35.29.40019,Pulau Gilipandan,,"07°14'20.24"" S 113°40'26.39"" T",TBP
35.29.40020,Pulau Giliraja,,"07°13'14.56"" S 113°46'48.44"" T",BP
35.29.40021,Pulau Giliyang,,"06°59'12.52"" S 114°10'29.64"" T",BP
35.29.40022,Pulau Guagua,,"07°07'31.73"" S 114°46'42.60"" T",TBP
35.29.40023,Pulau Kaloangan,,"06°57'11.24"" S 115°30'11.30"" T",TBP
35.29.40024,Pulau Kalosot,,"07°07'56.31"" S 114°46'10.39"" T",TBP
35.29.40025,Pulau Kamarong,,"07°00'33.51"" S 115°39'44.44"" T",TBP
35.29.40026,Pulau Kambing,,"05°06'12.06"" S 114°35'39.96"" T",TBP
35.29.40027,Pulau Kamudi,,"07°06'25.37"" S 114°47'40.79"" T",TBP
35.29.40028,Pulau Kangean,,"06°52'13.50"" S 115°21'46.51"" T",BP
35.29.40029,Pulau Karamian,,"05°04'20.57"" S 114°35'59.44"" T",BP
35.29.40030,Pulau Karangan,,"07°11'02.70"" S 115°53'50.43"" T",TBP
