K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93,PAPUA SELATAN,,,,,,,
93.03,KAB. MAPPI,,,15,2,162,"24.262,227","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
93.03.01,,,,1Obaa,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.03.01.2001,,,,,,1 Obaa,,
93.03.01.2002,,,,,,2 Dagimon,,
93.03.01.2003,,,,,,3 Rep,,
93.03.01.2004,,,,,,4 Mappi Bawah/Yamui,,
93.03.01.2005,,,,,,5 Wanggate,,
93.03.01.2006,,,,,,6 Piai,,
93.03.01.2007,,,,,,7 Muin,,
93.03.01.2008,,,,,,8 Gauda,,
93.03.01.2009,,,,,,9 Soba,,
93.03.01.2010,,,,,,10 Enem,,
93.03.01.2011,,,,,,11 Kogo,,
93.03.01.2012,,,,,,12 Kadam/Oyim,,
93.03.01.1013,,,,,1Kepi,,,
93.03.01.2014,,,,,,13 Tokhom,,
93.03.01.2015,,,,,,14 Emete,,
93.03.01.2016,,,,,,15 Wairu,,
93.03.01.2017,,,,,,16 Rayam,,
93.03.01.2018,,,,,,17 Harome,,
93.03.01.2019,,,,,,18 Metim,,
93.03.01.2020,,,,,,19 Masin,,
93.03.01.2021,,,,,,20 Madu,,
93.03.01.2022,,,,,,21 Yangpop,,
93.03.01.2023,,,,,,22 Paedam,,
93.03.01.2024,,,,,,23 Marbin,,
93.03.02,,,,2Mambioman Bapai,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.03.02.2001,,,,,,1 Mur,,
93.03.02.2002,,,,,,2 Agham,,
93.03.02.2003,,,,,,3 Waghien/Koba,,
93.03.02.2004,,,,,,4 Khatan,,
93.03.02.2005,,,,,,5 Monana,,
93.03.02.2006,,,,,,6 Wagin,,
93.03.02.2007,,,,,,7 Waman,,
93.03.02.2008,,,,,,8 Ima,,
