K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
95,PAPUA PEGUNUNGAN,,,,,,,
95.02,KAB PEGUNUNGAN BINTANG,,,34,0,277,"13.751,915","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
95.02.01,,,,1Oksibil,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.02.01.2001,,,,,,1 Kabiding,,
95.02.01.2002,,,,,,2 Aldom,,
95.02.01.2003,,,,,,3 Kutdol,,
95.02.01.2004,,,,,,4 Polsam,,
95.02.01.2005,,,,,,5 Akmakot,,
95.02.01.2006,,,,,,6 Mabilabol,,
95.02.01.2007,,,,,,7 Bunamdol,,
95.02.01.2008,,,,,,8 Molbib Silibib,,
95.02.02,,,,2Kiwirok,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.02.02.2001,,,,,,1 Oknanggul,,
95.02.02.2002,,,,,,2 Kukihil,,
95.02.02.2003,,,,,,3 Kiwi,,
95.02.02.2004,,,,,,4 Berusaha,,
95.02.02.2005,,,,,,5 Pelebib,,
95.02.02.2006,,,,,,6 Sopamikma,,
95.02.02.2007,,,,,,7 Asua,,
95.02.02.2008,,,,,,8 Lolim,,
95.02.02.2009,,,,,,9 Pomding,,
95.02.02.2010,,,,,,10 Diip,,
95.02.02.2011,,,,,,11 Delpem,,
95.02.02.2012,,,,,,12 Mangoldoki,,
95.02.03,,,,3Okbibab,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
95.02.03.2001,,,,,,1 Okbifisil,,
95.02.03.2002,,,,,,2 Abmisibil,,
95.02.03.2003,,,,,,3 Manunggal,,
95.02.03.2004,,,,,,4 Iriding,,
95.02.03.2005,,,,,,5 Atolbol,,
95.02.03.2006,,,,,,6 Oktanglap,,
95.02.03.2007,,,,,,7 Oksemar,,
95.02.03.2008,,,,,,8 Okaplo,,
95.02.04,,,,4Iwur,,,,"Semula wil Prov. Papua; UU No. 16 Tahun 2022 tentang Pembentukan
Provinsi Papua Pegunungan"
,,,,,,,,
