Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
62.04.40003,Pulau Hilirbabai,,"01°55'41.99"" S 114°51'15.00"" T",TBP
62.04.40004,Pulau Huluasam,,"01°36'56.00"" S 114°51'42.00"" T",TBP
62.04.40005,Pulau Hulubabai,,"01°53'53.99"" S 114°51'45.00"" T",TBP
62.04.40006,Pulau Mambasar,,"02°02'16.30"" S 114°54'27.79"" T",
62.04.40007,Pulau Palui,,"01°44'01.90"" S 114°48'26.52"" T",
62.04.40008,Pulau Selatbaru,,"02°04'13.07"" S 114°53'29.15"" T",TBP
62.04.40009,Pulau Tampijak,,"01°49'23.00"" S 114°47'02.00"" T",TBP
62.04.40010,Pulau Tanjungjawa,,"01°31'55.99"" S 114°50'06.00"" T",TBP
62.06,KAB. KATINGAN,13,,
62.06.40001,Pulau Baru,,"03°04'17.00"" S 113°16'09.00"" T",TBP
62.06.40002,Pulau Batubuaya,,"03°20'52.91"" S 113°26'03.86"" T",TBP
62.06.40003,Pulau Batumandi,,"03°21'36.00"" S 113°25'14.00"" T",TBP
62.06.40004,Pulau Burung,,"03°13'50.99"" S 113°19'40.00"" T",TBP
62.06.40005,Pulau Damar,,"03°16'32.99"" S 113°23'06.00"" T",TBP
62.06.40006,Pulau Klaru,,"02°25'36.38"" S 113°18'54.77"" T",TBP
62.06.40007,Pulau Landabung,,"02°48'13.00"" S 113°17'04.99"" T",TBP
62.06.40008,Pulau Lantungan Besar,,"02°36'57.66"" S 113°20'20.22"" T",
62.06.40009,Pulau Lantungan Kecil,,"02°36'49.56"" S 113°20'14.88"" T",
62.06.40010,Pulau Papu,,"02°41'42.00"" S 113°19'59.99"" T",TBP
62.06.40011,Pulau Santilik Ha'I,,"03°09'42.00"" S 113°17'58.99"" T",TBP
62.06.40012,Pulau Santilik Kurik,,"03°09'44.43"" S 113°17'53.35"" T",TBP
62.06.40013,Pulau Tewangkampong,,"02°55'55.99"" S 113°17'03.00"" T",TBP
62.08,KAB. SUKAMARA,1,,
62.08.40001,Pulau Tangguk,,"02°47'03.00"" S 111°03'09.00"" T",TBP
62.11,KAB. PULANG PISAU,6,,
62.11.40001,Pulau Ketapang,,"02°39'25.70"" S 114°16'32.05"" T",TBP
62.11.40002,Pulau Mintin Besar,,"02°50'22.99"" S 114°12'25.99"" T",TBP
62.11.40003,Pulau Mintin Kecil,,"02°50'33.00"" S 114°12'04.00"" T",TBP
62.11.40004,Pulau Nusatambing,,"02°23'06.00"" S 114°11'26.00"" T",TBP
62.11.40005,Pulau Palabangan,,"01°51'05.00"" S 113°56'04.99"" T",BP
62.11.40006,Pulau Tuwung,,"02°05'53.00"" S 113°55'59.99"" T",BP
62.12,KAB. MURUNG RAYA,4,,
62.12.40001,Pulau Handiwung Mali,,"00°36'04.20"" S 114°16'04.91"" T",
62.12.40002,Pulau Kecat Sangkai,,"00°21'50.13"" S 114°04'15.71"" T",
62.12.40003,Pulau Liang Undang,,"00°24'46.40"" S 114°04'28.31"" T",
62.12.40004,Pulau Pangon,,"00°34'48.68"" S 114°14'50.68"" T",
62.71,KOTA PALANGKARAYA,5,,
62.71.40001,Pulau Hampapak,,"02°05'03.00"" S 113°49'54.00"" T",TBP
62.71.40002,Pulau Kaja,,"01°56'53.99"" S 113°45'29.00"" T",BP
62.71.40003,Pulau Kaladan,,"01°24'24.00"" S 113°36'02.00"" T",TBP
