NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,11.12.01,1 Blangpidie,,,,,,20,,,"Perbaikan nama kec. semula Blang Pidie menjadi Blangpidie, sesuai:
UU No. 4 Tahun 2002; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,11.12.02,2 Tangan-Tangan,,,,,,15,,,
,11.12.03,3 Manggeng,,,,,,18,,,
,11.12.04,4 Susoh,,,,,,29,,,
,11.12.05,5 Kuala Batee,,,,,,21,,,
,11.12.06,6 Babah Rot,,,,,,14,,,
,11.12.07,7 Setia,,,,,,9,,,Qanun No. 4/2006
,11.12.08,8 Jeumpa,,,,,,12,,,Qanun No. 4/2006
,11.12.09,9 Lembah Sabil,,,,,,14,,,Qanun No. 5/2006
,11.13,13 KAB. GAYO LUES,Blangkejeren,,,11,0,136,5.541,101.955,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.13.01,1 Blangkejeren,,,,,,20,,,
,11.13.02,2 Kutapanjang,,,,,,12,,,
,11.13.03,3 Rikit Gaib,,,,,,13,,,
,11.13.04,4 Terangun,,,,,,23,,,
,11.13.05,5 Pining,,,,,,9,,,
,11.13.06,6 Blangpegayon,,,,,,12,,,
,11.13.07,7 Puteri Betung,,,,,,9,,,
,11.13.08,8 Dabun Gelang,,,,,,9,,,
,11.13.09,9 Blangjerango,,,,,,10,,,
,11.13.10,10 Teripe Jaya,,,,,,10,,,
,11.13.11,11 Pantan Cuaca,,,,,,9,,,
,11.14,14 KAB. ACEH JAYA,Calang,,,9,0,172,3.872,96.049,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.14.01,1 Teunom,,,,,,22,,,
,11.14.02,2 Krueng Sabee,,,,,,17,,,
,11.14.03,3 Setia Bakti,,,,,,13,,,"Perbaikan nama kec. semula Setia Bhakti menjadi Setia Bakti, sesuai:
UU No. 4 Tahun 2002; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,11.14.04,4 Sampoi Niet,,,,,,19,,,"Perbaikan nama kec. semula Sampoiniet menjadi Sampoi Niet, sesuai:
UU No. 4 Tahun 2002; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,11.14.05,5 Jaya,,,,,,34,,,
,11.14.06,6 Panga,,,,,,20,,,
