Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
19.02.40097,Pulau Kuil,,"02°59'03.99"" S 107°07'55.84"" T",
19.02.40098,Pulau Langer,,"02°48'18.37"" S 107°22'14.13"" T",
19.02.40099,Pulau Lanun Gede,,"02°48'49.32"" S 107°23'46.13"" T",
19.02.40100,Pulau Lanun Kecik,,"02°48'45.47"" S 107°23'46.14"" T",
19.02.40101,Pulau Lengkuas,,"02°32'12.94"" S 107°37'10.36"" T",
19.02.40102,Pulau Limausering,,"02°31'59.99"" S 107°50'20.00"" T",
19.02.40103,Pulau Lumut,,"02°47'37.51"" S 107°38'39.22"" T",
19.02.40104,Pulau Lutong,,"02°35'16.67"" S 107°37'02.47"" T",
19.02.40105,Pulau Mak Siade,,"02°33'08.47"" S 107°42'28.92"" T",
19.02.40106,Pulau Malang Besar,,"02°33'19.90"" S 107°37'10.99"" T",
19.02.40107,Pulau Malang Duyak,,"02°32'07.72"" S 107°44'19.28"" T",
19.02.40108,Pulau Malangarak,,"02°34'28.43"" S 107°37'34.36"" T",
19.02.40109,Pulau Malangduyak,,"02°33'06.40"" S 107°39'31.44"" T",
19.02.40110,Pulau Malangkitaer,,"02°34'44.90"" S 107°37'23.00"" T",
19.02.40111,Pulau Malangpenyu,,"02°32'19.89"" S 107°41'19.72"" T",
19.02.40112,Pulau Mempadin,,"02°34'08.45"" S 107°45'11.90"" T",
19.02.40113,Pulau Mempali,,"02°32'37.10"" S 107°51'52.03"" T",
19.02.40114,Pulau Mendanau,,"02°52'41.59"" S 107°25'24.60"" T",
19.02.40115,Pulau Menduluk,,"03°02'27.85"" S 107°29'42.00"" T",
19.02.40116,Pulau Mengkukong,,"02°58'49.00"" S 107°33'31.00"" T",
19.02.40117,Pulau Mentarak,,"02°57'55.26"" S 107°31'13.00"" T",
19.02.40118,Pulau Mentikus,,"02°50'57.98"" S 107°31'40.00"" T",
19.02.40119,Pulau Merak,,"02°47'06.85"" S 107°35'05.40"" T",
19.02.40120,Pulau Naduk,,"02°57'11.23"" S 107°26'52.00"" T",
19.02.40121,Pulau Naning,,"02°47'34.15"" S 107°40'00.91"" T",
19.02.40122,Pulau Nibong,,"02°47'43.40"" S 107°38'48.06"" T",
19.02.40123,Pulau Nibung,,"02°47'30.66"" S 107°39'45.69"" T",
19.02.40124,Pulau Palak Pulau,,"03°13'48.66"" S 107°39'26.34"" T",
19.02.40125,Pulau Panjang,,"03°03'24.04"" S 107°21'32.00"" T",
19.02.40126,Pulau Pegadoran,,"02°33'44.60"" S 107°38'44.99"" T",
19.02.40127,Pulau Pelemah,,"03°19'51.21"" S 107°41'23.11"" T",
19.02.40128,Pulau Pemulutan Gede,,"02°32'27.73"" S 107°55'04.68"" T",
19.02.40129,Pulau Pemulutan Kecik,,"02°32'34.12"" S 107°55'20.61"" T",
19.02.40130,Pulau Perut,,"03°13'41.05"" S 107°35'42.00"" T",
19.02.40131,Pulau Piling,,"02°55'20.86"" S 107°21'14.43"" T",
19.02.40132,Pulau Pluntang Besar,,"03°02'44.08"" S 107°33'29.01"" T",
19.02.40133,Pulau Pluntang Kecil,,"03°03'06.99"" S 107°33'55.00"" T",
19.02.40134,Pulau Punai,,"02°48'21.92"" S 107°23'48.89"" T",
19.02.40135,Pulau Rengit,,"02°56'34.94"" S 107°31'18.99"" T",
19.02.40136,Pulau Ru',,"02°59'04.99"" S 107°30'15.00"" T",
