K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.15.08.1001,,,,,1Cempa,,,
73.15.08.2002,,,,,,1 Mangki,,
73.15.08.2003,,,,,,2 Mattunru Tunrue,,"Perbaikan nama desa semula Matunru Tunrue menjadi Mattunru
Tunrue, sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
73.15.08.2004,,,,,,3 Sikkuale,,
73.15.08.2005,,,,,,4 Tadang Palie,,"perbaikan nama Tadangpalie menjadi Tadang Palie, surat sekda Prov
No 229/II/PEM-OTDA/2020 tgl 27 Februari 2020"
73.15.08.2006,,,,,,5 Salipolo,,
73.15.08.2007,,,,,,6 Tanra Tuo,,
73.15.09,,,,9Tiroang,6,-,,
73.15.09.1001,,,,,1Pammase,,,
73.15.09.1002,,,,,2Marawi,,,
73.15.09.1003,,,,,3Fakkie,,,"perbaikan nama dari Pakkie menjadi Fakkie,surat sekda Prov No
229/II/PEM-OTDA/2020 tgl 27 Februari 2020"
73.15.09.1004,,,,,4Tiroang,,,
73.15.09.1005,,,,,5Mattiro Deceng,,,
73.15.09.1006,,,,,6Samaturue,,,"Pemekaran sebagian wil Kel. Marawi dan Kel. Pammase, sesuai Surat
Gub No. 146.1/9474/B.Pem tgl 5 Des 2019, Perda No. 9/2019 dan ND
Dir Dekon No. 283/SD/DK/III/2020 tgl 19 Maret 2020"
73.15.10,,,,10Lanrisang,1,6,,"perbaikan nama dari Lansirang menjadi Lanrisang,surat sekda Prov
No 229/II/PEM-OTDA/2020 tgl 27 Februari 2020"
73.15.10.1001,,,,,1Lanrisang,,,"perbaikan nama dari Lansirang menjadi Lanrisang,surat sekda Prov No
229/II/PEM-OTDA/2020 tgl 27 Februari 2020"
73.15.10.2002,,,,,,1 Samaulue,,
73.15.10.2003,,,,,,2 Mallongi-longi,,
73.15.10.2004,,,,,,3 Amassangang,,"Perbaikan nama desa semula Amassangeng menjadi Amassangang,
sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
73.15.10.2005,,,,,,4 Barang Palie,,
73.15.10.2006,,,,,,5 Waetuoe,,
73.15.10.2007,,,,,,6 Lerang,,
73.15.11,,,,11Paleteang,6,-,,
73.15.11.1001,,,,,1Pacongang,,,
73.15.11.1002,,,,,2Macinnae,,,
73.15.11.1003,,,,,3Temmassarangnge,,,
73.15.11.1004,,,,,4Mamminasae,,,
73.15.11.1005,,,,,5Laleng Bata,,,
,,,,,,,,
