K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
16,SUMATERA SELATAN,,,,,,,
16.74,KOTA PRABUMULIH,,,6,33,12,"447,311","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
16.74.01,,,,1Prabumulih Barat,6,1,,
16.74.01.1001,,,,,1Prabumulih,,,
,,,,,Pasar Prabumulih I,,,"Menjadi wil. Kec. Prabumulih Utara, Perda No 7/2007"
,,,,,Pasar Prabumulih II,,,"Menjadi wil. Kec. Prabumulih Utara, Perda No 7/2007"
,,,,,Wonosari,,,"Menjadi wil. Kec. Prabumulih Utara, Perda No 7/2007"
,,,,,Mangga Besar,,,"Menjadi wil. Kec. Prabumulih Utara, Perda No 7/2007"
,,,,,Majasari,,,"Menjadi wil. Kec. Prabumulih Selatan, Perda No 7/2007"
16.74.01.1007,,,,,2Patih Galung,,,
,,,,,Muara Kelekar,,,
16.74.01.1009,,,,,3Muntang Tapus,,,
,,,,,Anak Petai,,,"Menjadi wil. Kec. Prabumulih Utara , Perda No 7/2007"
16.74.01.1011,,,,,4Gunung Kemala,,,
16.74.01.1012,,,,,5Payuputat,,,"Perubahan status menjadi kelurahan sesuai Surat Pemprov Sumsel
Nomor 140/1682/BPMPD/I/2016 hal Permohonan Rekomendasi
Desa/Kelurahan tgl 6 Juni 2016"
16.74.01.2013,,,,,,1 Tanjung Telang,,
16.74.01.1014,,,,,6Tebing Tanah Puteh,,,"Pemekaran wilayah Kelurahan Patih Galung, sesuai Perda Walikota
Prabumulih No. 7 Tahun 2017."
16.74.02,,,,2Prabumulih Timur,13,-,,
,,,,,Tanjung Raman,,,"Menjadi wil. Kec. Prabumulih Selatan, Perda No 7/2007"
,,,,,Sukaraja,,,"Menjadi wil. Kec. Prabumulih Selatan, Perda No 7/2007"
16.74.02.1003,,,,,1Karang Raja,,,
16.74.02.1004,,,,,2Tugu Kecil,,,
16.74.02.1005,,,,,3Prabu Jaya,,,
16.74.02.1006,,,,,4Muara Dua,,,
16.74.02.1007,,,,,5Gunung Ibul,,,
16.74.02.1008,,,,,6Gunung Ibul Barat,,,
16.74.02.1009,,,,,7Sukajadi,,,
16.74.02.1010,,,,,8Karang Jaya,,,
16.74.02.1011,,,,,9Muara Dua Barat,,,"Pemekaran wilayah Kelurahan Muara Dua sesuai Perda Walikota
Prabumulih No. 7 Tahun 2017."
16.74.02.1012,,,,,10Gunung Ibul Timur,,,"Pemekaran wilayah Kelurahan Gunung Ibul sesuai Perda Walikota
Prabumulih No. 7 Tahun 2017."
16.74.02.1013,,,,,11Gunung Ibul Selatan,,,"Pemekaran wilayah Kelurahan Gunung Ibul sesuai Perda Walikota
Prabumulih No. 7 Tahun 2017."
16.74.02.1014,,,,,12Gunung Ibul Utara,,,"Pemekaran wilayah Kelurahan Gunung Ibul sesuai Perda Walikota
Prabumulih No. 7 Tahun 2017."
,,,,,,,,
