Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.09.40022,Pulau Balatik,,"00°25'22.13"" S 122°07'08.51"" T",TBP
72.09.40023,Pulau Bambu Besar,,"00°31'19.99"" S 121°52'01.99"" T",TBP
72.09.40024,Pulau Bambu Kecil,,"00°30'52.25"" S 121°52'10.92"" T",TBP
72.09.40025,Pulau Bandi,,"00°30'17.93"" S 121°44'06.67"" T",TBP
72.09.40026,Pulau Bangkau,,"00°25'59.49"" S 122°06'34.27"" T",TBP
72.09.40027,Pulau Bangkau,,"00°24'29.00"" S 121°50'02.00"" T",TBP
72.09.40028,Pulau Bangkau,,"00°28'15.58"" S 121°41'45.91"" T",TBP
72.09.40029,Pulau Bangkawang Besar,,"00°28'30.10"" S 121°41'37.49"" T",TBP
72.09.40030,Pulau Bangkawang Kecil,,"00°28'28.83"" S 121°41'37.00"" T",TBP
72.09.40031,Pulau Bango,,"00°15'32.00"" S 122°14'42.00"" T",TBP
72.09.40032,Pulau Bano,,"00°28'11.51"" S 121°41'16.29"" T",TBP
72.09.40033,Pulau Baruba,,"00°12'54.17"" S 122°12'42.23"" T",TBP
72.09.40034,Pulau Barussu,,"00°25'57.00"" S 122°06'34.99"" T",TBP
72.09.40035,Pulau Batongo,,"00°21'52.94"" S 121°51'17.56"" T",TBP
72.09.40036,Pulau Batubalu,,"00°26'15.00"" S 121°47'38.00"" T",BP
72.09.40037,Pulau Batubalu Kecil,,"00°26'26.99"" S 121°47'40.99"" T",TBP
72.09.40038,Pulau Batudaka,,"00°28'18.99"" S 121°47'10.00"" T",BP
72.09.40039,Pulau Batudua,,"00°33'46.31"" S 121°41'21.80"" T",TBP
72.09.40040,Pulau Batuempat,,"00°33'39.09"" S 121°42'03.90"" T",TBP
72.09.40041,Pulau Batukere,,"00°28'22.01"" S 121°41'44.52"" T",TBP
72.09.40042,Pulau Batukeredua,,"00°28'19.99"" S 121°41'34.00"" T",TBP
72.09.40043,Pulau Batulumoto,,"00°22'34.94"" S 121°47'18.13"" T",TBP
72.09.40044,Pulau Batulumun,,"00°13'20.45"" S 122°12'29.61"" T",TBP
72.09.40045,Pulau Batumasou Besar,,"00°21'15.28"" S 121°51'02.89"" T",TBP
72.09.40046,Pulau Batumasou Kecil,,"00°21'19.89"" S 121°51'06.19"" T",TBP
72.09.40047,Pulau Batusampu'U,,"00°21'40.45"" S 121°50'28.35"" T",TBP
72.09.40048,Pulau Batusatu,,"00°33'43.91"" S 121°41'09.06"" T",TBP
72.09.40049,Pulau Batutombal,,"00°25'32.63"" S 121°58'16.83"" T",TBP
72.09.40050,Pulau Bei,,"00°30'24.38"" S 121°45'24.14"" T",TBP
72.09.40051,Pulau Bembe,,"00°25'36.59"" S 122°06'51.91"" T",TBP
72.09.40052,Pulau Bembe Saluan,,"00°24'25.99"" S 122°05'55.00"" T",TBP
72.09.40053,Pulau Bendera,,"00°28'30.43"" S 121°41'31.65"" T",TBP
72.09.40054,Pulau Bida,,"00°26'10.97"" S 122°04'39.79"" T",TBP
72.09.40055,Pulau Binangkulong,,"00°18'34.90"" S 121°59'40.54"" T",TBP
72.09.40056,Pulau Binongko,,"00°48'06.95"" S 121°39'15.84"" T",
72.09.40057,Pulau Bobaku Kecil,,"00°24'46.00"" S 121°47'40.99"" T",TBP
72.09.40058,Pulau Boe,,"00°24'32.37"" S 121°49'48.11"" T",TBP
72.09.40059,Pulau Boe,,"00°29'21.99"" S 121°41'15.20"" T",TBP
72.09.40060,Pulau Boko,,"00°26'26.00"" S 122°06'05.00"" T",TBP
72.09.40061,Pulau Bolilanga,,"00°18'42.99"" S 121°57'40.00"" T",BP
